"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Gender",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0930011,New Haven School District,0934311,Bishop Woods Architecture and Design Magnet School,ELA,Female,117,123,115,122,59,109,38.50%,33.30%,21.70%,36.90%,35.60%,24.80%,60.70%,54.00%,43.40%,61.50%,53.70%,49.60%
0930011,New Haven School District,0934311,Bishop Woods Architecture and Design Magnet School,Math,Male,92,99,115,109,79,106,34.80%,30.30%,31.30%,29.40%,34.20%,27.40%,60.00%,51.20%,49.30%,50.10%,53.40%,50.80%
0930011,New Haven School District,0934311,Bishop Woods Architecture and Design Magnet School,Math,Female,117,123,115,122,52,108,41.90%,31.70%,29.60%,32.00%,44.20%,24.10%,61.90%,55.90%,58.10%,54.50%,61.60%,43.70%
0930011,New Haven School District,0932111,Brennan Rogers School,ELA,Male,92,99,104,105,62,44,33.70%,29.30%,22.10%,17.10%,30.60%,38.60%,57.10%,53.90%,53.60%,36.10%,54.70%,69.50%
0930011,New Haven School District,0932111,Brennan Rogers School,ELA,Female,85,109,119,116,66,52,29.40%,24.80%,26.10%,26.70%,34.80%,32.70%,56.10%,49.50%,51.70%,46.10%,62.30%,60.70%
0930011,New Haven School District,0932111,Brennan Rogers School,Math,Male,93,99,103,102,49,42,37.60%,38.40%,19.40%,30.40%,34.70%,35.70%,59.40%,61.20%,48.20%,47.40%,56.80%,67.40%
0930011,New Haven School District,0932111,Brennan Rogers School,Math,Female,85,109,119,115,48,46,41.20%,38.50%,27.70%,33.00%,25.00%,43.50%,64.40%,62.50%,51.80%,51.20%,46.30%,65.90%
0930011,New Haven School District,0937211,Brennan Rogers Self Contained Autism,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937211,Brennan Rogers Self Contained Autism,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937211,Brennan Rogers Self Contained Autism,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937211,Brennan Rogers Self Contained Autism,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",ELA,Male,83,87,78,75,71,69,28.90%,24.10%,35.90%,29.30%,40.80%,29.00%,55.80%,55.30%,54.50%,54.20%,56.10%,57.40%
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",ELA,Female,78,85,92,100,91,91,34.60%,36.50%,28.30%,34.00%,46.20%,33.00%,59.60%,60.10%,47.00%,58.40%,68.40%,53.70%
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",Math,Male,81,86,78,75,65,66,24.70%,32.60%,20.50%,33.30%,33.80%,36.40%,51.00%,52.10%,37.00%,51.20%,55.50%,54.90%
0930011,New Haven School District,0934811,"Celentano BioTech, Health and Medical Magnet School",Math,Female,80,84,91,101,88,90,28.80%,28.60%,15.40%,36.60%,36.40%,24.40%,50.90%,49.70%,33.10%,57.40%,57.50%,48.00%
0930011,New Haven School District,0937411,Celentano Self Contained ID,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0930611,Clinton Avenue School,ELA,Male,146,135,125,124,74,114,34.90%,37.00%,31.20%,37.10%,36.50%,24.60%,63.90%,58.10%,58.10%,62.40%,60.40%,47.20%
0930011,New Haven School District,0930611,Clinton Avenue School,ELA,Female,114,118,121,120,58,102,38.60%,39.00%,43.00%,45.00%,53.40%,24.50%,66.10%,62.70%,66.20%,63.70%,71.20%,46.70%
0930011,New Haven School District,0930611,Clinton Avenue School,Math,Male,146,135,125,124,74,113,38.40%,23.70%,38.40%,30.60%,47.30%,26.50%,60.40%,43.40%,63.60%,55.00%,68.20%,43.70%
0930011,New Haven School District,0930611,Clinton Avenue School,Math,Female,115,118,121,120,59,102,49.60%,14.40%,47.90%,33.30%,32.20%,28.40%,74.00%,34.10%,69.60%,59.10%,56.70%,46.30%
0930011,New Haven School District,0937811,Clinton Self Contained ID,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937811,Clinton Self Contained ID,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937811,Clinton Self Contained ID,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937811,Clinton Self Contained ID,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0934111,Columbus Family Academy,ELA,Male,101,124,131,124,*,*,34.70%,22.60%,28.20%,33.10%,*,*,62.30%,44.70%,53.30%,57.60%,*,*
0930011,New Haven School District,0934111,Columbus Family Academy,ELA,Female,103,105,111,122,*,*,38.80%,30.50%,32.40%,27.00%,*,*,62.20%,50.80%,61.50%,54.00%,*,*
0930011,New Haven School District,0934111,Columbus Family Academy,Math,Male,102,124,131,124,*,*,36.30%,27.40%,23.70%,29.80%,*,*,59.10%,53.10%,43.50%,54.20%,*,*
0930011,New Haven School District,0934111,Columbus Family Academy,Math,Female,105,105,110,122,*,*,39.00%,25.70%,28.20%,38.50%,*,*,64.20%,47.20%,53.60%,57.10%,*,*
0930011,New Haven School District,0934111,Family Academy of Multilingual Exploration,ELA,Male,*,*,*,*,110,116,*,*,*,*,38.20%,29.30%,*,*,*,*,66.70%,53.10%
0930011,New Haven School District,0934111,Family Academy of Multilingual Exploration,ELA,Female,*,*,*,*,95,106,*,*,*,*,35.80%,27.40%,*,*,*,*,65.70%,49.20%
0930011,New Haven School District,0934111,Family Academy of Multilingual Exploration,Math,Male,*,*,*,*,83,116,*,*,*,*,28.90%,41.40%,*,*,*,*,53.60%,62.10%
0930011,New Haven School District,0934111,Family Academy of Multilingual Exploration,Math,Female,*,*,*,*,75,106,*,*,*,*,32.00%,33.00%,*,*,*,*,58.20%,57.60%
0930011,New Haven School District,0933111,Conte/West Hills Magnet School,ELA,Male,143,142,154,164,110,153,46.20%,30.30%,27.90%,36.60%,38.20%,15.70%,73.10%,56.80%,49.70%,57.40%,59.90%,36.10%
0930011,New Haven School District,0933111,Conte/West Hills Magnet School,ELA,Female,174,175,180,168,109,159,57.50%,32.60%,37.80%,28.60%,34.90%,18.90%,79.90%,56.80%,60.10%,51.40%,62.20%,44.70%
0930011,New Haven School District,0933111,Conte/West Hills Magnet School,Math,Male,143,143,154,164,95,151,53.80%,35.70%,25.30%,32.30%,45.30%,19.90%,76.90%,52.70%,48.00%,52.60%,64.50%,39.10%
0930011,New Haven School District,0933111,Conte/West Hills Magnet School,Math,Female,174,175,180,168,95,157,54.00%,38.30%,31.70%,32.70%,35.80%,24.20%,78.50%,59.00%,52.20%,49.50%,57.00%,41.80%
0930011,New Haven School District,0930911,Davis 21st Century Magnet Elementary School,ELA,Male,101,111,108,110,*,*,35.60%,24.30%,33.30%,29.10%,*,*,63.00%,42.90%,59.90%,57.90%,*,*
0930011,New Haven School District,0930911,Davis 21st Century Magnet Elementary School,ELA,Female,116,131,134,133,*,*,43.10%,34.40%,40.30%,39.80%,*,*,67.80%,57.20%,61.90%,66.30%,*,*
0930011,New Haven School District,0930911,Davis 21st Century Magnet Elementary School,Math,Male,100,111,108,110,*,*,33.00%,26.10%,24.10%,31.80%,*,*,56.20%,46.90%,48.80%,53.20%,*,*
0930011,New Haven School District,0930911,Davis 21st Century Magnet Elementary School,Math,Female,117,131,134,133,*,*,34.20%,34.40%,23.90%,34.60%,*,*,58.40%,63.10%,46.20%,61.30%,*,*
0930011,New Haven School District,0930911,Davis Academy for Arts & Design Innovation,ELA,Male,*,*,*,*,120,118,*,*,*,*,37.50%,26.30%,*,*,*,*,58.00%,45.80%
0930011,New Haven School District,0930911,Davis Academy for Arts & Design Innovation,ELA,Female,*,*,*,*,96,115,*,*,*,*,44.80%,20.00%,*,*,*,*,67.30%,36.90%
0930011,New Haven School District,0930911,Davis Academy for Arts & Design Innovation,Math,Male,*,*,*,*,117,118,*,*,*,*,46.20%,25.40%,*,*,*,*,68.50%,45.10%
0930011,New Haven School District,0930911,Davis Academy for Arts & Design Innovation,Math,Female,*,*,*,*,92,113,*,*,*,*,37.00%,30.10%,*,*,*,*,56.80%,53.60%
0930011,New Haven School District,0934611,East Rock Community Magnet School,ELA,Male,107,110,98,93,82,92,36.40%,23.60%,28.60%,26.90%,31.70%,23.90%,58.20%,47.70%,55.60%,52.10%,51.50%,45.10%
0930011,New Haven School District,0934611,East Rock Community Magnet School,ELA,Female,112,117,129,127,107,122,30.40%,17.10%,34.10%,33.10%,38.30%,31.10%,59.30%,41.00%,59.30%,55.10%,59.40%,54.00%
0930011,New Haven School District,0934611,East Rock Community Magnet School,Math,Male,107,110,98,93,80,92,32.70%,27.30%,30.60%,24.70%,36.30%,34.80%,58.60%,45.70%,57.60%,42.40%,51.00%,56.30%
0930011,New Haven School District,0934611,East Rock Community Magnet School,Math,Female,112,117,128,128,99,121,43.80%,31.60%,38.30%,17.20%,29.30%,26.40%,70.10%,49.10%,63.80%,39.10%,50.50%,48.30%
0930011,New Haven School District,0937511,East Rock Self Contained MD,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937511,East Rock Self Contained MD,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0931211,Edgewood School,ELA,Male,111,101,103,102,77,105,39.60%,23.80%,35.00%,31.40%,29.90%,29.50%,60.50%,46.30%,57.20%,60.00%,59.60%,56.20%
0930011,New Haven School District,0931211,Edgewood School,ELA,Female,113,113,113,118,82,86,46.90%,42.50%,43.40%,46.60%,36.60%,33.70%,67.80%,61.40%,60.10%,68.50%,61.60%,59.20%
0930011,New Haven School District,0931211,Edgewood School,Math,Male,112,101,103,102,74,105,32.10%,21.80%,23.30%,40.20%,43.20%,36.20%,51.50%,48.40%,45.30%,62.40%,62.50%,55.00%
0930011,New Haven School District,0931211,Edgewood School,Math,Female,113,111,113,118,76,86,45.10%,41.40%,31.90%,38.10%,35.50%,24.40%,68.30%,62.30%,54.50%,62.30%,54.20%,48.10%
0930011,New Haven School District,0931711,Engineering - Science University Magnet School,ELA,Male,170,163,155,146,123,155,30.00%,29.40%,34.80%,29.50%,44.70%,27.70%,49.60%,48.00%,50.40%,44.90%,63.50%,44.60%
0930011,New Haven School District,0931711,Engineering - Science University Magnet School,ELA,Female,80,86,86,100,97,99,53.80%,25.60%,50.00%,47.00%,48.50%,44.40%,75.90%,41.00%,64.20%,62.20%,61.20%,58.60%
0930011,New Haven School District,0931711,Engineering - Science University Magnet School,Math,Male,170,163,155,146,121,154,48.80%,31.90%,44.50%,35.60%,38.00%,46.10%,65.90%,47.90%,56.20%,54.10%,54.80%,62.20%
0930011,New Haven School District,0931711,Engineering - Science University Magnet School,Math,Female,80,87,86,100,93,95,43.80%,49.40%,43.00%,45.00%,35.50%,37.90%,67.30%,66.60%,62.80%,63.10%,52.10%,54.70%
0930011,New Haven School District,0931611,Fair Haven School,ELA,Male,153,204,192,199,109,169,36.60%,33.30%,36.50%,27.60%,27.50%,24.30%,60.90%,57.00%,62.40%,53.60%,52.30%,50.00%
0930011,New Haven School District,0931611,Fair Haven School,ELA,Female,177,207,201,192,103,179,41.80%,30.90%,39.80%,36.50%,30.10%,33.00%,63.90%,58.80%,64.00%,58.30%,55.60%,56.10%
0930011,New Haven School District,0931611,Fair Haven School,Math,Male,178,201,190,198,104,169,36.00%,34.30%,31.60%,29.30%,53.80%,40.80%,55.40%,57.40%,54.20%,46.80%,72.10%,60.50%
0930011,New Haven School District,0931611,Fair Haven School,Math,Female,197,203,200,191,99,179,36.00%,29.60%,37.00%,28.80%,46.50%,38.00%,57.90%,49.60%,57.50%,49.20%,67.90%,56.70%
0930011,New Haven School District,0938711,Fair Haven Self Contained ID,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938711,Fair Haven Self Contained ID,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0930711,Hill Central Music Academy,ELA,Male,115,117,134,136,84,94,27.80%,20.50%,29.90%,21.30%,17.90%,22.30%,51.70%,48.00%,55.40%,46.30%,42.20%,44.80%
0930011,New Haven School District,0930711,Hill Central Music Academy,ELA,Female,118,108,107,101,80,105,29.70%,17.60%,27.10%,31.70%,28.80%,16.20%,56.30%,42.90%,54.40%,56.00%,48.40%,40.70%
0930011,New Haven School District,0930711,Hill Central Music Academy,Math,Male,115,116,134,136,82,88,33.00%,11.20%,30.60%,36.00%,35.40%,19.30%,56.60%,36.20%,55.00%,55.30%,57.30%,43.80%
0930011,New Haven School District,0930711,Hill Central Music Academy,Math,Female,120,108,107,101,76,101,32.50%,27.80%,29.90%,28.70%,34.20%,19.80%,55.70%,52.40%,55.60%,48.60%,51.50%,38.80%
0930011,New Haven School District,0931311,John C. Daniels,ELA,Male,118,118,126,131,103,110,39.80%,24.60%,35.70%,37.40%,31.10%,32.70%,65.90%,48.90%,54.80%,62.30%,54.90%,58.20%
0930011,New Haven School District,0931311,John C. Daniels,ELA,Female,99,103,107,107,95,109,38.40%,37.90%,29.90%,44.90%,50.50%,34.90%,62.90%,60.40%,52.10%,69.10%,69.40%,60.10%
0930011,New Haven School District,0931311,John C. Daniels,Math,Male,119,117,125,131,100,109,40.30%,30.80%,30.40%,19.80%,34.00%,37.60%,60.80%,51.20%,52.40%,40.90%,55.20%,61.30%
0930011,New Haven School District,0931311,John C. Daniels,Math,Female,100,102,105,107,89,108,45.00%,36.30%,35.20%,20.60%,44.90%,38.00%,70.90%,59.70%,55.60%,45.20%,65.80%,59.70%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,ELA,Male,159,154,152,148,102,126,40.30%,26.60%,44.10%,33.80%,45.10%,34.90%,67.70%,51.10%,69.10%,56.30%,69.50%,57.90%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,ELA,Female,118,114,129,134,101,124,47.50%,29.80%,48.10%,32.10%,49.50%,24.20%,72.10%,53.30%,73.70%,56.60%,75.20%,51.20%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,Math,Male,159,154,152,148,102,126,54.70%,55.80%,44.10%,47.30%,52.00%,49.20%,79.10%,72.50%,62.40%,72.40%,75.60%,66.50%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,Math,Female,119,114,129,134,97,124,58.80%,50.00%,38.00%,45.50%,55.70%,43.50%,81.30%,75.00%,64.40%,69.30%,77.60%,64.20%
0930011,New Haven School District,0933011,King/Robinson Magnet School,ELA,Male,126,121,120,127,112,105,30.20%,14.00%,25.00%,37.80%,24.10%,36.20%,54.70%,33.40%,45.40%,63.30%,47.70%,57.40%
0930011,New Haven School District,0933011,King/Robinson Magnet School,ELA,Female,106,114,126,132,86,95,38.70%,19.30%,33.30%,40.20%,29.10%,35.80%,64.60%,43.00%,57.50%,63.60%,52.00%,57.40%
0930011,New Haven School District,0933011,King/Robinson Magnet School,Math,Male,125,119,120,127,111,105,43.20%,25.20%,30.00%,33.90%,39.60%,39.00%,66.00%,41.40%,52.70%,53.40%,58.50%,60.80%
0930011,New Haven School District,0933011,King/Robinson Magnet School,Math,Female,106,113,123,132,84,94,40.60%,28.30%,28.50%,43.90%,38.10%,33.00%,63.30%,51.40%,53.10%,64.40%,54.40%,51.70%
0930011,New Haven School District,0932011,Lincoln-Bassett School,ELA,Male,33,48,64,66,32,47,42.40%,25.00%,17.20%,21.20%,12.50%,51.10%,76.80%,46.20%,41.90%,46.90%,36.40%,72.30%
0930011,New Haven School District,0932011,Lincoln-Bassett School,ELA,Female,52,61,63,51,35,43,48.10%,29.50%,27.00%,17.60%,51.40%,44.20%,79.50%,52.30%,47.60%,42.80%,74.10%,76.40%
0930011,New Haven School District,0932011,Lincoln-Bassett School,Math,Male,33,48,64,66,32,47,69.70%,35.40%,7.80%,25.80%,37.50%,27.70%,96.80%,62.40%,27.80%,44.40%,66.00%,56.50%
0930011,New Haven School District,0932011,Lincoln-Bassett School,Math,Female,52,61,63,51,35,43,69.20%,36.10%,22.20%,29.40%,45.70%,27.90%,93.20%,64.70%,40.10%,58.00%,73.90%,56.70%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,ELA,Male,122,125,133,157,142,133,45.90%,33.60%,40.60%,36.30%,43.00%,39.80%,68.60%,57.60%,67.80%,59.90%,63.30%,61.20%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,ELA,Female,105,105,108,127,119,124,48.60%,40.00%,47.20%,35.40%,43.70%,35.50%,68.90%,62.70%,63.70%,54.60%,61.90%,59.30%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,Math,Male,120,124,132,157,134,131,52.50%,46.80%,43.20%,33.10%,47.80%,29.00%,73.80%,66.70%,65.20%,52.90%,67.00%,47.60%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,Math,Female,104,105,108,127,115,123,43.30%,41.90%,58.30%,45.70%,53.00%,22.00%,66.60%,63.80%,78.10%,64.80%,71.50%,41.00%
0930011,New Haven School District,0931411,Nathan Hale School,ELA,Male,126,135,128,120,107,115,38.10%,36.30%,31.30%,20.80%,34.60%,27.00%,58.30%,56.70%,53.70%,39.00%,52.60%,52.20%
0930011,New Haven School District,0931411,Nathan Hale School,ELA,Female,104,97,104,117,118,125,47.10%,37.10%,39.40%,38.50%,27.10%,39.20%,73.20%,61.60%,66.50%,59.60%,52.40%,64.10%
0930011,New Haven School District,0931411,Nathan Hale School,Math,Male,126,135,128,120,102,116,39.70%,44.40%,33.60%,28.30%,35.30%,31.90%,59.90%,66.90%,53.20%,40.60%,55.00%,50.60%
0930011,New Haven School District,0931411,Nathan Hale School,Math,Female,104,96,104,117,115,123,44.20%,25.00%,35.60%,19.70%,36.50%,22.00%,68.40%,51.00%,58.90%,39.50%,56.30%,42.70%
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,ELA,Male,17,48,47,34,*,*,*,22.90%,31.90%,29.40%,*,*,*,48.10%,68.00%,53.60%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,ELA,Female,22,56,60,47,*,*,45.50%,23.20%,41.70%,21.30%,*,*,72.50%,50.70%,72.40%,47.90%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,Math,Male,17,48,47,34,*,*,*,27.10%,53.20%,20.60%,*,*,*,54.70%,76.90%,54.20%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,Math,Female,22,55,60,47,*,*,13.60%,12.70%,45.00%,57.40%,*,*,62.10%,39.90%,73.40%,81.10%,*,*
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,ELA,Male,117,122,126,125,80,105,41.90%,28.70%,31.00%,22.40%,21.30%,17.10%,67.90%,51.90%,53.20%,44.70%,46.30%,35.70%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,ELA,Female,117,120,117,110,73,111,38.50%,29.20%,25.60%,30.00%,23.30%,19.80%,66.00%,49.40%,51.70%,53.30%,48.80%,41.30%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,Math,Male,128,122,126,125,76,103,42.20%,27.00%,27.80%,32.00%,47.40%,25.20%,64.80%,50.70%,44.10%,50.80%,64.00%,46.60%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,Math,Female,129,120,117,110,69,109,48.10%,25.80%,24.80%,27.30%,33.30%,30.30%,67.70%,46.10%,46.20%,46.40%,63.40%,52.00%
0930011,New Haven School District,0931011,Ross/Woodward School,ELA,Male,146,152,146,160,129,153,26.70%,32.90%,30.10%,23.10%,28.70%,32.00%,51.30%,57.60%,51.20%,50.00%,47.10%,56.40%
0930011,New Haven School District,0931011,Ross/Woodward School,ELA,Female,172,160,159,152,119,122,30.80%,29.40%,33.30%,29.60%,32.80%,32.80%,55.30%,52.90%,55.00%,51.60%,51.30%,58.10%
0930011,New Haven School District,0931011,Ross/Woodward School,Math,Male,146,151,146,160,119,153,19.90%,31.10%,19.20%,21.30%,23.50%,26.10%,39.40%,51.40%,38.70%,44.80%,46.30%,46.80%
0930011,New Haven School District,0931011,Ross/Woodward School,Math,Female,172,160,159,152,111,120,23.30%,35.00%,19.50%,22.40%,28.80%,28.30%,45.40%,57.60%,43.70%,43.90%,53.00%,46.50%
0930011,New Haven School District,0932911,Truman School,ELA,Male,107,123,132,143,116,128,31.80%,35.80%,32.60%,36.40%,26.70%,35.90%,60.30%,58.40%,55.80%,61.00%,48.70%,59.90%
0930011,New Haven School District,0932911,Truman School,ELA,Female,106,114,126,125,107,105,38.70%,30.70%,38.10%,36.00%,39.30%,32.40%,65.30%,56.30%,57.80%,59.90%,60.20%,55.70%
0930011,New Haven School District,0932911,Truman School,Math,Male,108,123,132,142,114,127,49.10%,32.50%,25.80%,39.40%,40.40%,41.70%,72.00%,54.30%,44.30%,58.60%,56.30%,60.00%
0930011,New Haven School District,0932911,Truman School,Math,Female,107,114,126,123,98,104,53.30%,29.80%,30.20%,43.90%,30.60%,43.30%,78.40%,47.40%,45.00%,63.80%,52.60%,60.10%
0930011,New Haven School District,0934911,West Rock Authors Academy,ELA,Male,11,24,10,18,*,*,*,25.00%,*,*,*,*,*,49.90%,*,*,*,*
0930011,New Haven School District,0934911,West Rock Authors Academy,ELA,Female,8,14,15,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0934911,West Rock Authors Academy,Math,Male,11,24,10,18,*,*,*,20.80%,*,*,*,*,*,37.80%,*,*,*,*
0930011,New Haven School District,0934911,West Rock Authors Academy,Math,Female,8,14,15,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0933211,Wexler/Grant Community School,ELA,Male,88,89,100,87,91,86,21.60%,29.20%,26.00%,39.10%,37.40%,20.90%,52.10%,56.50%,50.80%,64.50%,57.20%,38.50%
0930011,New Haven School District,0933211,Wexler/Grant Community School,ELA,Female,67,91,86,81,61,67,32.80%,31.90%,24.40%,46.90%,42.60%,13.40%,56.40%,56.90%,52.30%,69.70%,64.70%,38.10%
0930011,New Haven School District,0933211,Wexler/Grant Community School,Math,Male,88,89,100,87,77,85,22.70%,13.50%,35.00%,40.20%,29.90%,38.80%,42.90%,28.80%,52.70%,63.70%,53.70%,54.00%
0930011,New Haven School District,0933211,Wexler/Grant Community School,Math,Female,67,91,86,80,53,68,20.90%,11.00%,18.60%,46.30%,39.60%,22.10%,46.20%,33.10%,44.50%,66.40%,62.30%,44.50%
0930011,New Haven School District,0933811,Worthington Hooker School,ELA,Male,82,93,93,108,101,104,61.00%,45.20%,52.70%,54.60%,50.50%,54.80%,78.70%,59.70%,68.90%,71.10%,68.80%,70.40%
0930011,New Haven School District,0933811,Worthington Hooker School,ELA,Female,90,99,100,101,90,78,65.60%,51.50%,59.00%,54.50%,56.70%,56.40%,81.00%,68.00%,74.90%,70.20%,73.40%,74.00%
0930011,New Haven School District,0933811,Worthington Hooker School,Math,Male,85,93,93,108,100,103,60.00%,47.30%,63.40%,54.60%,56.00%,59.20%,78.00%,68.00%,77.00%,70.90%,72.30%,75.50%
0930011,New Haven School District,0933811,Worthington Hooker School,Math,Female,89,98,100,101,89,78,62.90%,43.90%,58.00%,51.50%,53.90%,67.90%,82.60%,62.20%,77.50%,70.30%,72.80%,82.80%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,ELA,Male,273,173,145,131,126,150,23.10%,19.70%,31.70%,26.00%,19.80%,26.70%,40.80%,42.10%,51.60%,41.00%,39.00%,51.40%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,ELA,Female,236,162,142,105,95,138,25.80%,25.30%,35.90%,28.60%,18.90%,22.50%,43.00%,44.30%,59.50%,43.60%,42.60%,43.00%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,Math,Male,278,169,146,131,125,149,25.50%,23.70%,34.20%,25.20%,27.20%,28.20%,44.10%,37.80%,51.80%,36.90%,46.80%,46.30%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,Math,Female,242,159,142,105,95,134,31.00%,22.60%,38.00%,24.80%,25.30%,33.60%,51.40%,41.60%,55.90%,44.20%,37.20%,47.80%
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,ELA,Male,68,76,84,74,*,*,32.40%,21.10%,38.10%,28.40%,*,*,65.00%,49.10%,63.10%,48.90%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,ELA,Female,79,84,85,82,*,*,48.10%,14.30%,38.80%,22.00%,*,*,77.70%,36.00%,64.90%,49.10%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,Math,Male,72,77,84,74,*,*,15.30%,33.80%,50.00%,31.10%,*,*,42.80%,63.00%,76.10%,51.00%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,Math,Female,81,84,85,82,*,*,17.30%,29.80%,41.20%,31.70%,*,*,43.10%,66.00%,70.40%,53.50%,*,*
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,ELA,Male,*,*,*,*,69,70,*,*,*,*,27.50%,17.10%,*,*,*,*,51.40%,45.60%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,ELA,Female,*,*,*,*,58,64,*,*,*,*,25.90%,25.00%,*,*,*,*,53.90%,45.80%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,Math,Male,*,*,*,*,68,69,*,*,*,*,44.10%,17.40%,*,*,*,*,71.20%,41.40%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,Math,Female,*,*,*,*,57,64,*,*,*,*,35.10%,15.60%,*,*,*,*,69.60%,33.10%
0950011,New London School District,0950611,Harbor,ELA,Male,*,*,15,27,*,*,*,*,*,18.50%,*,*,*,*,*,44.90%,*,*
0950011,New London School District,0950611,Harbor,ELA,Female,*,*,7,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0950011,New London School District,0950611,Harbor,Math,Male,*,*,15,27,*,*,*,*,*,14.80%,*,*,*,*,*,34.60%,*,*
0950011,New London School District,0950611,Harbor,Math,Female,*,*,7,17,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0950011,New London School District,0950611,Harbor Elementary School,ELA,Male,*,*,*,*,31,31,*,*,*,*,29.00%,29.00%,*,*,*,*,59.50%,53.60%
