"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Gender",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0370011,Derby School District,0370411,Irving School,Math,Male,49,52,52,59,36,39,24.50%,30.80%,26.90%,61.00%,36.10%,15.40%,48.90%,61.90%,61.30%,82.50%,62.40%,38.20%
0370011,Derby School District,0370411,Irving School,Math,Female,53,53,48,49,43,43,17.00%,26.40%,43.80%,55.10%,39.50%,16.30%,38.60%,50.70%,64.70%,88.70%,71.40%,38.90%
0370011,Derby School District,0370511,RAISE Academy,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0370011,Derby School District,0370511,RAISE Academy,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0400011,East Granby School District,0405111,East Granby Middle School,ELA,Male,91,108,98,99,92,100,35.20%,48.10%,38.80%,57.60%,46.70%,28.00%,51.40%,63.60%,53.00%,73.80%,68.70%,43.20%
0400011,East Granby School District,0405111,East Granby Middle School,ELA,Female,100,97,79,89,90,82,34.00%,52.60%,48.10%,43.80%,46.70%,45.10%,52.60%,71.70%,62.90%,59.80%,65.40%,63.10%
0400011,East Granby School District,0405111,East Granby Middle School,Math,Male,91,104,94,98,92,100,38.50%,44.20%,38.30%,44.90%,43.50%,29.00%,55.40%,59.50%,50.00%,58.60%,55.70%,46.40%
0400011,East Granby School District,0405111,East Granby Middle School,Math,Female,100,97,79,89,89,81,54.00%,40.20%,46.80%,46.10%,44.90%,39.50%,73.50%,58.20%,61.80%,61.70%,57.50%,56.90%
0400011,East Granby School District,0400211,R. Dudley Seymour School,ELA,Male,65,65,68,62,80,71,46.20%,50.80%,50.00%,53.20%,46.30%,56.30%,71.70%,73.20%,68.40%,73.80%,66.90%,79.50%
0400011,East Granby School District,0400211,R. Dudley Seymour School,ELA,Female,52,52,73,76,53,61,55.80%,50.00%,46.60%,65.80%,47.20%,59.00%,74.00%,69.20%,66.40%,82.60%,75.60%,83.10%
0400011,East Granby School District,0400211,R. Dudley Seymour School,Math,Male,65,65,68,62,79,71,52.30%,46.20%,69.10%,61.30%,67.10%,69.00%,76.60%,72.90%,89.10%,81.80%,86.10%,89.40%
0400011,East Granby School District,0400211,R. Dudley Seymour School,Math,Female,52,52,73,75,53,61,61.50%,46.20%,54.80%,69.30%,56.60%,54.10%,84.90%,65.70%,73.30%,90.90%,80.70%,84.30%
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,ELA,Male,212,202,185,184,172,177,41.50%,42.60%,40.50%,41.80%,36.60%,37.90%,58.20%,61.00%,56.50%,64.10%,53.40%,53.60%
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,ELA,Female,179,168,161,166,167,185,56.40%,43.50%,41.00%,50.00%,40.70%,38.90%,71.90%,66.20%,60.10%,68.80%,55.40%,54.80%
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,Math,Male,211,201,185,182,167,175,34.10%,46.30%,31.90%,45.60%,31.10%,40.60%,53.20%,67.20%,51.10%,65.60%,53.10%,59.20%
0410011,East Haddam School District,0415111,Nathan Hale-Ray Middle School,Math,Female,178,168,161,163,167,185,30.30%,44.00%,34.80%,48.50%,37.70%,33.00%,51.50%,66.90%,57.80%,67.30%,60.00%,59.20%
0420011,East Hampton School District,0420311,Center School,ELA,Male,139,152,143,118,143,134,33.80%,43.40%,37.10%,37.30%,39.90%,49.30%,56.80%,67.90%,66.80%,59.70%,66.10%,72.40%
0420011,East Hampton School District,0420311,Center School,ELA,Female,127,158,163,148,130,118,36.20%,41.10%,47.90%,42.60%,37.70%,45.80%,59.10%,64.30%,66.20%,65.50%,62.10%,69.80%
0420011,East Hampton School District,0420311,Center School,Math,Male,137,152,143,117,143,134,50.40%,44.10%,37.10%,42.70%,44.10%,43.30%,75.10%,74.80%,62.10%,68.60%,71.30%,67.80%
0420011,East Hampton School District,0420311,Center School,Math,Female,126,158,163,148,129,116,46.80%,39.90%,45.40%,41.20%,41.10%,40.50%,76.00%,70.80%,70.40%,68.90%,64.20%,69.40%
0420011,East Hampton School District,0425111,East Hampton Middle School,ELA,Male,210,205,218,221,174,192,31.90%,38.50%,22.50%,27.10%,32.20%,42.20%,47.20%,58.60%,42.50%,47.90%,48.80%,58.60%
0420011,East Hampton School District,0425111,East Hampton Middle School,ELA,Female,171,170,196,215,213,213,36.80%,35.30%,38.30%,41.90%,34.30%,37.60%,53.70%,53.80%,55.60%,59.40%,50.70%,57.60%
0420011,East Hampton School District,0425111,East Hampton Middle School,Math,Male,209,205,218,221,174,192,27.30%,34.60%,30.70%,40.70%,37.90%,26.00%,41.80%,55.00%,48.20%,60.10%,54.30%,43.70%
0420011,East Hampton School District,0425111,East Hampton Middle School,Math,Female,171,170,196,215,212,210,22.20%,41.20%,36.70%,47.40%,37.30%,23.30%,40.30%,59.70%,55.50%,68.30%,58.40%,42.40%
0430011,East Hartford School District,0430911,Anna E. Norris School,ELA,Male,40,57,57,58,30,49,35.00%,15.80%,45.60%,43.10%,36.70%,16.30%,68.50%,45.70%,75.70%,62.30%,72.60%,42.60%
0430011,East Hartford School District,0430911,Anna E. Norris School,ELA,Female,46,53,48,35,33,33,34.80%,34.00%,29.20%,42.90%,39.40%,30.30%,63.20%,57.30%,60.60%,70.40%,66.20%,56.50%
0430011,East Hartford School District,0430911,Anna E. Norris School,Math,Male,40,56,54,58,29,49,27.50%,26.80%,53.70%,39.70%,65.50%,49.00%,50.10%,51.30%,77.00%,61.00%,90.80%,75.00%
0430011,East Hartford School District,0430911,Anna E. Norris School,Math,Female,46,51,45,35,31,33,21.70%,19.60%,44.40%,34.30%,64.50%,36.40%,51.60%,47.70%,73.00%,64.90%,93.60%,72.70%
0430011,East Hartford School District,0430611,Dr. Franklin H. Mayberry School,ELA,Male,53,43,52,47,50,51,18.90%,32.60%,15.40%,34.00%,36.00%,29.40%,43.70%,55.10%,42.50%,61.00%,62.80%,55.40%
0430011,East Hartford School District,0430611,Dr. Franklin H. Mayberry School,ELA,Female,53,61,60,62,47,44,34.00%,42.60%,23.30%,29.00%,29.80%,25.00%,64.40%,68.70%,47.30%,60.60%,67.60%,53.30%
0430011,East Hartford School District,0430611,Dr. Franklin H. Mayberry School,Math,Male,54,41,52,47,45,51,18.50%,9.80%,19.20%,29.80%,48.90%,43.10%,43.90%,43.30%,50.10%,51.50%,74.50%,72.50%
0430011,East Hartford School District,0430611,Dr. Franklin H. Mayberry School,Math,Female,53,61,59,63,45,44,28.30%,21.30%,18.60%,20.60%,53.30%,38.60%,53.30%,48.60%,40.30%,47.10%,74.40%,65.20%
0430011,East Hartford School District,0432211,Dr. John A. Langford School,ELA,Male,46,51,55,57,41,45,23.90%,23.50%,38.20%,49.10%,48.80%,33.30%,50.00%,47.40%,63.80%,72.90%,73.40%,61.60%
0430011,East Hartford School District,0432211,Dr. John A. Langford School,ELA,Female,45,38,50,44,47,43,35.60%,31.60%,30.00%,47.70%,42.60%,37.20%,68.50%,53.30%,69.20%,73.00%,71.70%,58.70%
0430011,East Hartford School District,0432211,Dr. John A. Langford School,Math,Male,45,49,54,58,41,45,11.10%,14.30%,14.80%,55.20%,63.40%,51.10%,49.50%,43.60%,44.10%,77.30%,90.50%,76.30%
0430011,East Hartford School District,0432211,Dr. John A. Langford School,Math,Female,47,38,50,44,46,43,17.00%,28.90%,28.00%,50.00%,65.20%,51.20%,35.30%,55.80%,57.10%,81.10%,87.70%,84.30%
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,ELA,Male,93,93,89,76,77,89,38.70%,32.30%,27.00%,59.20%,40.30%,46.10%,59.70%,56.70%,56.20%,79.60%,64.00%,65.30%
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,ELA,Female,79,91,94,101,73,72,39.20%,37.40%,44.70%,41.60%,38.40%,51.40%,65.70%,58.00%,71.60%,66.70%,63.10%,74.50%
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,Math,Male,93,91,88,75,78,89,23.70%,26.40%,28.40%,57.30%,61.50%,56.20%,51.90%,51.90%,46.90%,78.40%,79.30%,77.00%
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,Math,Female,78,91,93,101,73,72,34.60%,26.40%,28.00%,53.50%,53.40%,52.80%,63.10%,59.50%,51.20%,75.20%,78.00%,73.00%
0430011,East Hartford School District,0435111,East Hartford Middle School,ELA,Male,493,461,470,473,420,371,30.60%,26.50%,33.60%,27.30%,41.00%,30.50%,51.40%,47.70%,56.00%,48.00%,62.10%,52.30%
0430011,East Hartford School District,0435111,East Hartford Middle School,ELA,Female,478,428,457,467,362,365,34.10%,30.10%,42.50%,33.40%,50.60%,35.60%,54.40%,51.50%,61.70%,54.90%,72.40%,55.30%
0430011,East Hartford School District,0435111,East Hartford Middle School,Math,Male,497,437,440,466,411,359,29.00%,30.00%,35.00%,25.50%,40.10%,31.50%,45.60%,47.90%,51.80%,41.00%,56.00%,49.70%
0430011,East Hartford School District,0435111,East Hartford Middle School,Math,Female,477,411,435,461,347,360,28.90%,28.70%,48.30%,28.20%,39.80%,35.30%,48.50%,47.60%,66.30%,45.40%,55.50%,53.00%
0430011,East Hartford School District,0432011,Governor William Pitkin School,ELA,Male,55,57,58,58,50,45,45.50%,14.00%,34.50%,53.40%,38.00%,35.60%,69.70%,39.60%,58.20%,78.70%,63.30%,59.20%
0430011,East Hartford School District,0432011,Governor William Pitkin School,ELA,Female,52,58,59,50,51,57,55.80%,37.90%,39.00%,52.00%,41.20%,36.80%,82.10%,64.30%,64.40%,81.00%,62.40%,60.10%
0430011,East Hartford School District,0432011,Governor William Pitkin School,Math,Male,55,56,57,58,49,45,18.20%,32.10%,36.80%,31.00%,49.00%,42.20%,46.00%,59.20%,65.80%,61.50%,72.10%,68.30%
0430011,East Hartford School District,0432011,Governor William Pitkin School,Math,Female,52,57,58,50,51,57,30.80%,33.30%,41.40%,32.00%,39.20%,45.60%,55.60%,59.90%,73.90%,56.80%,66.80%,71.70%
0430011,East Hartford School District,0430511,Hockanum School,ELA,Male,29,*,*,*,*,*,48.30%,*,*,*,*,*,71.10%,*,*,*,*,*
0430011,East Hartford School District,0430511,Hockanum School,ELA,Female,41,*,*,*,*,*,46.30%,*,*,*,*,*,64.90%,*,*,*,*,*
0430011,East Hartford School District,0430511,Hockanum School,Math,Male,29,*,*,*,*,*,27.60%,*,*,*,*,*,42.90%,*,*,*,*,*
0430011,East Hartford School District,0430511,Hockanum School,Math,Female,42,*,*,*,*,*,42.90%,*,*,*,*,*,65.00%,*,*,*,*,*
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,ELA,Male,41,49,52,55,41,53,56.10%,30.60%,42.30%,45.50%,34.10%,43.40%,76.60%,55.00%,76.00%,74.80%,58.60%,64.80%
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,ELA,Female,43,65,62,56,49,47,53.50%,43.10%,54.80%,50.00%,36.70%,44.70%,80.30%,66.10%,74.70%,69.80%,67.40%,62.10%
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,Math,Male,39,48,52,54,40,53,25.60%,22.90%,25.00%,33.30%,50.00%,41.50%,61.50%,52.40%,51.30%,62.70%,76.30%,67.60%
0430011,East Hartford School District,0430411,Joseph O. Goodwin School,Math,Female,42,63,59,56,49,47,33.30%,23.80%,28.80%,32.10%,59.20%,36.20%,64.80%,42.90%,57.20%,57.90%,74.30%,68.80%
0430011,East Hartford School District,0431811,Robert J. O'Brien School,ELA,Male,94,75,88,74,50,55,38.30%,41.30%,31.80%,35.10%,38.00%,38.20%,66.70%,63.60%,60.70%,60.10%,65.10%,67.30%
0430011,East Hartford School District,0431811,Robert J. O'Brien School,ELA,Female,85,60,69,65,52,49,42.40%,36.70%,37.70%,29.20%,30.80%,38.80%,67.70%,68.20%,65.20%,61.20%,56.60%,65.40%
0430011,East Hartford School District,0431811,Robert J. O'Brien School,Math,Male,96,75,87,74,49,55,12.50%,28.00%,24.10%,31.10%,53.10%,60.00%,37.50%,54.60%,51.20%,54.40%,82.40%,83.60%
0430011,East Hartford School District,0431811,Robert J. O'Brien School,Math,Female,85,59,68,64,52,49,17.60%,28.80%,14.70%,28.10%,61.50%,61.20%,39.20%,58.80%,49.70%,55.30%,83.50%,87.90%
0430011,East Hartford School District,0431211,Silver Lane School,ELA,Male,35,38,50,36,35,42,37.10%,26.30%,34.00%,22.20%,14.30%,28.60%,66.90%,50.50%,60.20%,49.30%,35.90%,63.50%
0430011,East Hartford School District,0431211,Silver Lane School,ELA,Female,34,41,48,39,48,28,35.30%,34.10%,33.30%,41.00%,39.60%,17.90%,66.00%,59.40%,62.80%,71.20%,60.30%,48.50%
0430011,East Hartford School District,0431211,Silver Lane School,Math,Male,35,37,46,35,35,42,37.10%,18.90%,26.10%,40.00%,42.90%,38.10%,64.40%,56.80%,53.70%,68.70%,66.80%,59.80%
0430011,East Hartford School District,0431211,Silver Lane School,Math,Female,32,41,47,37,47,28,43.80%,17.10%,31.90%,32.40%,44.70%,50.00%,74.70%,47.90%,62.50%,62.50%,76.50%,85.30%
0430011,East Hartford School District,0432411,Sunset Ridge Middle School,ELA,Male,93,143,149,146,145,151,37.60%,23.10%,43.00%,35.60%,42.10%,47.00%,60.00%,42.40%,58.20%,55.30%,60.00%,67.50%
0430011,East Hartford School District,0432411,Sunset Ridge Middle School,ELA,Female,99,145,161,165,167,177,42.40%,28.30%,40.40%,34.50%,46.70%,47.50%,67.40%,46.50%,63.50%,52.20%,67.50%,67.30%
0430011,East Hartford School District,0432411,Sunset Ridge Middle School,Math,Male,93,143,148,145,140,150,18.30%,39.90%,48.00%,42.10%,60.00%,45.30%,31.80%,60.80%,67.40%,61.30%,78.70%,67.60%
0430011,East Hartford School District,0432411,Sunset Ridge Middle School,Math,Female,98,141,160,164,165,177,25.50%,39.70%,46.30%,45.10%,59.40%,46.30%,39.50%,60.80%,65.30%,67.30%,77.80%,70.20%
0430011,East Hartford School District,0439011,Woodland School,ELA,Male,*,*,*,*,*,*,26.80%,23.10%,34.80%,23.80%,8.80%,17.60%,53.40%,46.40%,55.60%,38.50%,32.70%,49.70%
0430011,East Hartford School District,0439011,Woodland School,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0430011,East Hartford School District,0439011,Woodland School,Math,Male,*,*,*,*,*,*,35.70%,36.80%,43.50%,23.80%,20.00%,28.10%,49.60%,50.70%,60.30%,45.40%,33.10%,47.20%
0430011,East Hartford School District,0439011,Woodland School,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,ELA,Male,104,110,115,105,94,93,38.50%,40.90%,36.50%,30.50%,30.90%,20.40%,62.80%,62.50%,57.30%,53.90%,49.50%,42.20%
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,ELA,Female,107,99,90,93,93,103,44.90%,30.30%,38.90%,44.10%,49.50%,33.00%,71.70%,59.10%,59.50%,64.10%,70.80%,55.00%
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,Math,Male,104,110,115,105,94,93,43.30%,31.80%,25.20%,37.10%,22.30%,29.00%,70.00%,53.90%,47.50%,60.90%,41.10%,50.40%
0440011,East Haven School District,0441711,Carbone School/East Haven Academy,Math,Female,106,98,90,93,92,103,35.80%,36.70%,21.10%,36.60%,33.70%,41.70%,60.80%,56.40%,44.40%,60.00%,55.20%,64.10%
0440011,East Haven School District,0441311,Dominick H. Ferrara School,ELA,Male,54,53,47,50,38,48,31.50%,22.60%,42.60%,26.00%,47.40%,45.80%,65.70%,48.30%,75.40%,54.10%,69.70%,69.70%
0440011,East Haven School District,0441311,Dominick H. Ferrara School,ELA,Female,68,70,65,59,51,52,44.10%,22.90%,46.20%,25.40%,35.30%,40.40%,73.70%,48.60%,76.40%,54.20%,60.60%,62.00%
0440011,East Haven School District,0441311,Dominick H. Ferrara School,Math,Male,54,53,47,50,38,48,51.90%,41.50%,53.20%,34.00%,47.40%,52.10%,76.70%,77.70%,76.50%,72.20%,64.60%,82.90%
0440011,East Haven School District,0441311,Dominick H. Ferrara School,Math,Female,68,70,65,59,51,52,55.90%,47.10%,60.00%,42.40%,37.30%,44.20%,86.40%,75.90%,86.70%,68.50%,62.40%,75.70%
0440011,East Haven School District,0441011,Grove J. Tuttle School,ELA,Male,43,36,46,53,37,30,25.60%,36.10%,43.50%,26.40%,45.90%,50.00%,43.00%,64.30%,69.50%,48.20%,73.00%,77.80%
0440011,East Haven School District,0441011,Grove J. Tuttle School,ELA,Female,54,46,33,41,36,46,25.90%,41.30%,45.50%,26.80%,55.60%,56.50%,56.20%,63.80%,69.60%,49.30%,81.60%,79.20%
0440011,East Haven School District,0441011,Grove J. Tuttle School,Math,Male,43,36,45,52,36,30,20.90%,27.80%,31.10%,15.40%,58.30%,60.00%,59.60%,48.50%,56.20%,41.50%,87.20%,82.90%
0440011,East Haven School District,0441011,Grove J. Tuttle School,Math,Female,54,46,32,40,36,46,42.60%,23.90%,18.80%,20.00%,55.60%,60.90%,67.90%,50.60%,38.40%,46.80%,81.30%,77.30%
0440011,East Haven School District,0445111,Joseph Melillo Middle School,ELA,Male,278,243,209,213,243,247,40.60%,22.20%,23.40%,33.30%,30.90%,30.00%,64.80%,34.70%,39.60%,54.70%,47.30%,47.50%
0440011,East Haven School District,0445111,Joseph Melillo Middle School,ELA,Female,255,265,248,246,214,220,54.10%,25.70%,30.60%,39.80%,33.20%,30.90%,76.10%,40.20%,46.70%,58.20%,55.30%,48.80%
0440011,East Haven School District,0445111,Joseph Melillo Middle School,Math,Male,277,241,208,211,239,243,32.50%,28.20%,26.00%,33.20%,37.20%,30.00%,50.40%,44.60%,43.00%,49.90%,55.70%,47.80%
0440011,East Haven School District,0445111,Joseph Melillo Middle School,Math,Female,256,265,249,246,209,221,38.30%,27.20%,28.50%,34.60%,32.10%,25.80%,58.00%,43.20%,45.30%,52.50%,49.10%,43.90%
0440011,East Haven School District,0440711,Momauguin School,ELA,Male,44,46,37,48,45,42,38.60%,26.10%,51.40%,54.20%,44.40%,38.10%,68.10%,56.00%,69.80%,85.80%,67.70%,63.90%
0440011,East Haven School District,0440711,Momauguin School,ELA,Female,48,45,45,43,34,51,41.70%,26.70%,44.40%,48.80%,35.30%,27.50%,66.10%,53.10%,64.40%,76.80%,65.40%,57.90%
0440011,East Haven School District,0440711,Momauguin School,Math,Male,44,46,37,48,45,42,45.50%,23.90%,40.50%,20.80%,55.60%,40.50%,70.30%,48.80%,62.60%,51.20%,76.20%,62.50%
0440011,East Haven School District,0440711,Momauguin School,Math,Female,49,45,45,43,34,51,16.30%,15.60%,24.40%,23.30%,47.10%,19.60%,49.40%,49.70%,63.20%,50.60%,76.30%,51.60%
0450011,East Lyme School District,0455111,East Lyme Middle School,ELA,Male,402,424,398,384,344,335,42.80%,38.90%,43.50%,41.10%,33.70%,39.70%,59.60%,54.20%,60.40%,59.20%,50.50%,57.80%
0450011,East Lyme School District,0455111,East Lyme Middle School,ELA,Female,378,370,353,353,336,326,47.60%,35.90%,45.60%,45.00%,44.30%,41.40%,63.90%,53.00%,63.90%,62.10%,63.00%,59.40%
0450011,East Lyme School District,0455111,East Lyme Middle School,Math,Male,399,423,398,384,344,333,48.90%,41.40%,37.90%,46.40%,41.90%,40.20%,67.80%,57.50%,52.90%,62.20%,58.50%,55.80%
0450011,East Lyme School District,0455111,East Lyme Middle School,Math,Female,377,370,353,353,335,325,49.30%,43.00%,37.10%,37.70%,39.10%,40.90%,67.80%,60.30%,53.00%,54.90%,57.40%,56.50%
0450011,East Lyme School District,0450111,Flanders School,ELA,Male,46,38,44,28,25,23,56.50%,44.70%,65.90%,42.90%,48.00%,43.50%,80.40%,79.30%,84.70%,63.70%,68.70%,65.10%
0450011,East Lyme School District,0450111,Flanders School,ELA,Female,39,30,40,36,23,23,46.20%,46.70%,67.50%,66.70%,47.80%,39.10%,71.10%,67.60%,86.10%,87.60%,74.70%,57.80%
0450011,East Lyme School District,0450111,Flanders School,Math,Male,46,38,44,28,25,23,50.00%,60.50%,70.50%,53.60%,72.00%,69.60%,75.30%,87.70%,91.60%,74.30%,88.50%,89.30%
0450011,East Lyme School District,0450111,Flanders School,Math,Female,39,30,40,36,23,23,48.70%,53.30%,62.50%,58.30%,69.60%,47.80%,80.30%,84.00%,87.40%,78.10%,90.60%,76.60%
0450011,East Lyme School District,0450411,Lillie B. Haynes School,ELA,Male,28,34,35,30,32,37,50.00%,35.30%,45.70%,40.00%,68.80%,48.60%,73.30%,60.00%,74.50%,60.80%,87.00%,73.40%
0450011,East Lyme School District,0450411,Lillie B. Haynes School,ELA,Female,27,25,35,33,25,24,55.60%,32.00%,57.10%,51.50%,64.00%,58.30%,78.20%,59.30%,79.10%,73.70%,82.20%,79.90%
0450011,East Lyme School District,0450411,Lillie B. Haynes School,Math,Male,28,34,35,30,32,36,64.30%,35.30%,68.60%,53.30%,87.50%,72.20%,95.20%,67.60%,92.30%,84.70%,100.00%,94.30%
0450011,East Lyme School District,0450411,Lillie B. Haynes School,Math,Female,27,25,35,33,25,23,63.00%,36.00%,62.90%,66.70%,76.00%,65.20%,85.90%,65.30%,87.60%,90.90%,97.40%,87.10%
0450011,East Lyme School District,0450211,Niantic Center School,ELA,Male,23,19,19,14,15,26,65.20%,*,*,*,*,57.70%,89.90%,*,*,*,*,80.10%
0450011,East Lyme School District,0450211,Niantic Center School,ELA,Female,17,15,17,18,23,21,*,*,*,*,39.10%,71.40%,*,*,*,*,70.90%,94.60%
0450011,East Lyme School District,0450211,Niantic Center School,Math,Male,23,19,19,14,15,26,60.90%,*,*,*,*,73.10%,86.30%,*,*,*,*,95.90%
0450011,East Lyme School District,0450211,Niantic Center School,Math,Female,17,15,17,18,23,21,*,*,*,*,82.60%,76.20%,*,*,*,*,100.00%,100.00%
0470011,East Windsor School District,0470111,Broad Brook Elementary School,ELA,Male,*,34,41,33,35,35,*,20.60%,34.10%,30.30%,51.40%,48.60%,*,42.90%,66.30%,68.70%,74.70%,72.80%
0470011,East Windsor School District,0470111,Broad Brook Elementary School,ELA,Female,*,41,34,33,28,32,*,22.00%,38.20%,30.30%,57.10%,43.80%,*,58.90%,70.70%,53.40%,87.60%,68.20%
0470011,East Windsor School District,0470111,Broad Brook Elementary School,Math,Male,*,34,41,33,34,34,*,29.40%,63.40%,39.40%,67.60%,38.20%,*,59.30%,87.50%,76.30%,99.70%,70.50%
0470011,East Windsor School District,0470111,Broad Brook Elementary School,Math,Female,*,41,34,33,27,32,*,19.50%,50.00%,24.20%,63.00%,46.90%,*,58.50%,84.00%,67.20%,88.90%,81.40%
0470011,East Windsor School District,0475411,East Windsor Middle School,ELA,Male,181,139,149,145,133,140,35.40%,33.80%,30.20%,28.30%,45.10%,29.30%,59.70%,52.00%,50.90%,53.10%,63.80%,49.20%
0470011,East Windsor School District,0475411,East Windsor Middle School,ELA,Female,161,132,131,146,142,144,31.70%,29.50%,33.60%,34.20%,37.30%,38.20%,57.50%,52.30%,56.80%,52.70%,59.00%,60.00%
0470011,East Windsor School District,0475411,East Windsor Middle School,Math,Male,181,139,149,145,133,139,35.40%,31.70%,33.60%,22.80%,71.40%,37.40%,57.60%,49.10%,51.20%,39.20%,85.10%,53.50%
0470011,East Windsor School District,0475411,East Windsor Middle School,Math,Female,162,131,131,146,139,144,30.20%,29.80%,32.10%,23.30%,56.10%,36.10%,54.80%,54.50%,47.80%,41.30%,70.80%,51.30%
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2539014,EastConn Special Education,ELA,Male,*,*,*,*,17,*,17.90%,21.70%,30.30%,23.30%,*,*,33.80%,44.00%,49.00%,49.50%,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2539014,EastConn Special Education,ELA,Female,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2539014,EastConn Special Education,Math,Male,*,*,*,*,16,*,25.00%,33.30%,27.30%,31.00%,*,*,41.40%,47.00%,44.90%,48.90%,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2539014,EastConn Special Education,Math,Female,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
0390011,Eastford School District,0390111,Eastford Elementary School,ELA,Male,36,39,40,42,35,35,50.00%,35.90%,32.50%,23.80%,25.70%,60.00%,71.30%,51.70%,48.20%,50.20%,41.40%,80.40%
