"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,8,Math,147,121,108,90,73,107,23.10%,16.50%,43.50%,21.10%,16.40%,19.60%,40.10%,31.70%,57.20%,37.90%,25.10%,33.10%
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,4,ELA,75,88,89,67,*,*,41.30%,17.00%,28.10%,22.40%,*,*,74.50%,41.20%,52.50%,43.20%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,4,Math,80,88,89,67,*,*,13.80%,23.90%,38.20%,20.90%,*,*,45.60%,63.70%,67.40%,47.40%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,5,ELA,72,72,80,89,*,*,40.30%,18.10%,50.00%,27.00%,*,*,69.00%,43.40%,76.80%,53.40%,*,*
0950011,New London School District,0950311,C.B. Jennings Dual Language & International Elementary Magnet,5,Math,73,73,80,89,*,*,19.20%,41.10%,53.80%,39.30%,*,*,40.10%,65.60%,79.70%,56.00%,*,*
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,4,ELA,*,*,*,*,62,62,*,*,*,*,21.00%,16.10%,*,*,*,*,48.60%,36.80%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,4,Math,*,*,*,*,62,62,*,*,*,*,37.10%,1.60%,*,*,*,*,73.60%,22.80%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,5,ELA,*,*,*,*,65,72,*,*,*,*,32.30%,25.00%,*,*,*,*,56.40%,53.30%
0950011,New London School District,0950311,C.B. Jennings International Elementary Magnet,5,Math,*,*,*,*,63,71,*,*,*,*,42.90%,29.60%,*,*,*,*,67.40%,50.10%
0950011,New London School District,0950611,Harbor,4,ELA,*,7,6,30,*,*,*,*,*,20.00%,*,*,*,*,*,49.00%,*,*
0950011,New London School District,0950611,Harbor,4,Math,*,7,6,30,*,*,*,*,*,6.70%,*,*,*,*,*,33.60%,*,*
0950011,New London School District,0950611,Harbor,5,ELA,*,*,16,14,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0950011,New London School District,0950611,Harbor,5,Math,*,*,16,14,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0950011,New London School District,0950611,Harbor Elementary School,4,ELA,*,*,*,*,27,35,*,*,*,*,22.20%,42.90%,*,*,*,*,49.50%,66.40%
0950011,New London School District,0950611,Harbor Elementary School,4,Math,*,*,*,*,27,35,*,*,*,*,37.00%,34.30%,*,*,*,*,63.00%,66.90%
0950011,New London School District,0950611,Harbor Elementary School,5,ELA,*,*,*,*,34,29,*,*,*,*,38.20%,20.70%,*,*,*,*,62.40%,42.70%
0950011,New London School District,0950611,Harbor Elementary School,5,Math,*,*,*,*,34,29,*,*,*,*,14.70%,20.70%,*,*,*,*,45.50%,35.90%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,4,ELA,84,94,85,89,67,64,32.10%,18.10%,34.10%,44.90%,16.40%,25.00%,56.00%,47.00%,59.80%,69.50%,46.90%,54.40%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,4,Math,84,94,84,89,65,64,15.50%,17.00%,40.50%,44.90%,18.50%,15.60%,39.00%,48.70%,62.90%,69.50%,34.70%,48.40%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,5,ELA,88,75,98,87,71,72,42.00%,16.00%,33.70%,37.90%,33.80%,23.60%,67.90%,42.00%,57.30%,60.50%,60.00%,46.50%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,5,Math,88,75,97,86,69,72,27.30%,18.70%,27.80%,43.00%,37.70%,37.50%,52.50%,37.20%,47.10%,61.90%,59.10%,56.70%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,6,ELA,*,54,63,54,30,29,*,7.40%,33.30%,16.70%,26.70%,37.90%,*,26.10%,51.80%,34.20%,40.70%,61.00%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,6,Math,*,53,63,53,29,28,*,13.20%,33.30%,15.10%,20.70%,53.60%,*,31.20%,48.30%,29.50%,39.60%,64.60%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,7,ELA,*,39,49,55,29,33,*,20.50%,36.70%,41.80%,24.10%,21.20%,*,35.80%,61.70%,62.10%,44.00%,33.90%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,7,Math,*,39,48,55,31,33,*,20.50%,29.20%,36.40%,51.60%,45.50%,*,37.40%,51.30%,52.00%,67.70%,57.80%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,8,ELA,*,*,36,49,19,34,*,*,41.70%,24.50%,*,23.50%,*,*,61.00%,43.40%,*,51.60%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,8,Math,*,*,36,49,18,34,*,*,30.60%,24.50%,*,11.80%,*,*,51.20%,36.10%,*,31.40%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,6,ELA,*,*,*,*,36,33,*,*,*,*,25.00%,27.30%,*,*,*,*,42.00%,57.90%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,6,Math,*,*,*,*,26,33,*,*,*,*,11.50%,24.20%,*,*,*,*,17.60%,32.70%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,7,ELA,*,*,*,*,24,36,*,*,*,*,16.70%,25.00%,*,*,*,*,27.10%,42.00%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,7,Math,*,*,*,*,24,36,*,*,*,*,29.20%,33.30%,*,*,*,*,51.80%,48.80%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,8,ELA,*,*,*,*,25,29,*,*,*,*,20.00%,24.10%,*,*,*,*,36.30%,46.70%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,8,Math,*,*,*,*,24,29,*,*,*,*,16.70%,13.80%,*,*,*,*,27.60%,23.40%
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,6,ELA,*,60,69,76,*,*,*,10.00%,31.90%,27.60%,*,*,*,24.50%,55.20%,45.50%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,6,Math,*,60,69,76,*,*,*,28.30%,27.50%,11.80%,*,*,*,45.60%,41.10%,25.10%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,7,ELA,*,52,60,65,*,*,*,21.20%,31.70%,16.90%,*,*,*,32.40%,49.00%,32.20%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,7,Math,*,52,58,65,*,*,*,23.10%,22.40%,24.60%,*,*,*,40.10%,38.80%,43.30%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,8,ELA,*,44,57,57,*,*,*,27.30%,40.40%,35.10%,*,*,*,55.10%,61.60%,54.90%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,8,Math,*,45,58,57,*,*,*,17.80%,39.70%,35.10%,*,*,*,29.00%,57.60%,47.70%,*,*
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,4,ELA,82,98,79,83,71,68,47.60%,53.10%,24.10%,43.40%,35.20%,19.10%,74.00%,83.80%,46.50%,70.80%,66.40%,42.30%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,4,Math,82,98,79,82,69,68,31.70%,39.80%,27.80%,50.00%,39.10%,50.00%,59.40%,71.60%,57.40%,76.60%,76.80%,80.20%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,5,ELA,65,83,93,73,64,59,38.50%,33.70%,21.50%,45.20%,18.80%,39.00%,62.80%,50.70%,45.10%,75.20%,44.00%,70.80%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,5,Math,66,83,93,73,63,59,56.10%,45.80%,46.20%,41.10%,47.60%,44.10%,78.90%,71.20%,69.10%,65.70%,69.30%,66.80%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,4,ELA,291,286,269,249,212,234,30.90%,33.60%,42.40%,33.30%,39.60%,34.20%,55.50%,57.00%,69.10%,55.50%,65.70%,60.70%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,4,Math,289,285,268,247,210,230,45.00%,39.60%,29.90%,39.70%,50.00%,28.70%,73.80%,66.90%,57.60%,70.60%,78.70%,58.60%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,5,ELA,297,302,289,273,244,226,46.80%,45.00%,61.20%,44.70%,49.20%,41.20%,70.00%,67.30%,84.80%,65.40%,76.90%,68.50%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,5,Math,297,299,290,269,243,225,60.60%,51.80%,57.20%,57.60%,50.20%,32.00%,82.80%,74.40%,77.80%,78.50%,72.50%,57.90%
0960011,New Milford School District,0965211,Schaghticoke Middle School,6,ELA,306,309,305,294,217,260,39.90%,35.90%,46.60%,36.70%,24.00%,25.00%,58.60%,53.40%,65.00%,54.00%,44.90%,45.90%
0960011,New Milford School District,0965211,Schaghticoke Middle School,6,Math,296,307,303,292,212,254,37.20%,30.60%,26.70%,30.80%,47.20%,39.40%,55.90%,48.10%,46.20%,51.50%,65.90%,61.30%
0960011,New Milford School District,0965211,Schaghticoke Middle School,7,ELA,292,304,313,304,251,224,49.00%,34.50%,39.00%,30.90%,31.10%,21.00%,68.40%,52.60%,58.40%,46.60%,48.60%,38.20%
0960011,New Milford School District,0965211,Schaghticoke Middle School,7,Math,283,299,308,303,251,221,50.90%,37.80%,46.80%,39.60%,33.10%,20.80%,70.80%,53.60%,62.80%,61.00%,50.10%,35.00%
0960011,New Milford School District,0965211,Schaghticoke Middle School,8,ELA,281,294,309,315,253,264,34.50%,25.20%,37.90%,37.50%,30.80%,27.70%,52.40%,37.40%,54.10%,54.90%,44.90%,44.10%
0960011,New Milford School District,0965211,Schaghticoke Middle School,8,Math,273,277,307,314,246,261,26.40%,36.50%,48.90%,43.00%,34.10%,34.10%,38.40%,50.90%,64.80%,58.70%,50.50%,51.10%
0940011,Newington School District,0940611,Anna Reynolds School,4,ELA,85,99,97,73,64,80,65.90%,26.30%,35.10%,53.40%,42.20%,36.30%,87.70%,52.70%,59.60%,75.00%,70.80%,63.10%
0940011,Newington School District,0940611,Anna Reynolds School,4,Math,85,99,97,73,64,80,55.30%,34.30%,49.50%,64.40%,70.30%,55.00%,81.70%,64.20%,84.50%,92.00%,98.00%,84.20%
0940011,Newington School District,0940211,Elizabeth Green School,4,ELA,59,56,54,61,52,55,42.40%,39.30%,55.60%,32.80%,44.20%,38.20%,68.40%,58.70%,82.20%,60.70%,72.30%,58.70%
0940011,Newington School District,0940211,Elizabeth Green School,4,Math,59,56,54,61,52,55,35.60%,44.60%,66.70%,45.90%,40.40%,27.30%,66.20%,81.60%,92.40%,77.40%,71.90%,56.40%
0940011,Newington School District,0940811,John Paterson School,4,ELA,77,74,87,78,61,88,33.80%,24.30%,42.50%,34.60%,39.30%,43.20%,57.30%,51.40%,76.20%,62.00%,66.60%,67.40%
0940011,Newington School District,0940811,John Paterson School,4,Math,77,74,87,78,60,88,36.40%,35.10%,44.80%,41.00%,41.70%,50.00%,67.60%,65.60%,74.40%,69.30%,67.20%,78.10%
0940011,Newington School District,0945311,John Wallace Middle School,5,ELA,155,161,155,152,135,116,33.50%,23.60%,41.90%,22.40%,31.90%,24.10%,55.30%,42.80%,67.70%,40.50%,50.60%,40.00%
0940011,Newington School District,0945311,John Wallace Middle School,5,Math,155,160,155,152,134,114,34.80%,31.90%,45.20%,30.30%,23.90%,21.90%,53.40%,52.90%,65.60%,51.10%,45.00%,42.20%
0940011,Newington School District,0945311,John Wallace Middle School,6,ELA,161,160,170,159,138,144,46.00%,23.80%,48.20%,37.70%,39.10%,41.00%,70.20%,37.00%,68.10%,59.00%,59.90%,57.20%
0940011,Newington School District,0945311,John Wallace Middle School,6,Math,159,159,170,159,136,141,50.30%,39.00%,40.60%,34.60%,46.30%,48.90%,69.40%,62.90%,60.60%,55.70%,66.90%,71.70%
0940011,Newington School District,0945311,John Wallace Middle School,7,ELA,165,168,160,170,157,140,47.90%,29.20%,60.00%,38.20%,45.90%,30.70%,64.80%,45.20%,79.80%,55.70%,64.00%,49.00%
0940011,Newington School District,0945311,John Wallace Middle School,7,Math,165,167,158,170,154,138,32.10%,32.90%,34.80%,47.60%,53.90%,34.80%,45.20%,50.90%,52.80%,65.70%,75.00%,52.30%
0940011,Newington School District,0945311,John Wallace Middle School,8,ELA,153,172,165,162,133,160,32.00%,34.30%,57.00%,27.20%,36.80%,33.80%,51.00%,48.30%,76.40%,40.40%,53.90%,48.90%
0940011,Newington School District,0945311,John Wallace Middle School,8,Math,154,172,163,162,134,157,40.30%,47.10%,40.50%,42.00%,39.60%,33.80%,56.20%,60.80%,59.70%,59.80%,53.90%,47.30%
0940011,Newington School District,0945111,Martin Kellogg Middle School,5,ELA,140,141,160,148,130,119,27.10%,20.60%,32.50%,25.00%,31.50%,34.50%,45.70%,32.90%,53.00%,47.30%,59.60%,54.60%
0940011,Newington School District,0945111,Martin Kellogg Middle School,5,Math,141,141,160,146,128,119,24.80%,16.30%,19.40%,26.00%,34.40%,21.00%,42.70%,31.10%,41.40%,43.50%,52.70%,41.80%
0940011,Newington School District,0945111,Martin Kellogg Middle School,6,ELA,145,146,146,155,132,131,30.30%,42.50%,47.90%,36.10%,31.80%,25.20%,53.70%,61.40%,69.70%,55.00%,52.30%,42.60%
0940011,Newington School District,0945111,Martin Kellogg Middle School,6,Math,146,144,146,155,131,129,48.60%,59.70%,66.40%,64.50%,61.80%,46.50%,65.20%,82.60%,85.90%,86.50%,78.80%,66.80%
0940011,Newington School District,0945111,Martin Kellogg Middle School,7,ELA,152,139,148,155,134,133,34.90%,38.80%,46.60%,56.80%,46.30%,30.10%,59.00%,60.80%,69.20%,75.70%,64.60%,48.50%
0940011,Newington School District,0945111,Martin Kellogg Middle School,7,Math,153,139,146,155,132,133,34.60%,61.90%,56.80%,53.50%,63.60%,39.80%,57.40%,78.20%,73.80%,74.10%,84.70%,57.70%
0940011,Newington School District,0945111,Martin Kellogg Middle School,8,ELA,154,152,143,155,153,144,31.20%,32.20%,32.90%,25.20%,43.10%,34.70%,43.40%,52.10%,48.60%,38.00%,60.60%,51.10%
0940011,Newington School District,0945111,Martin Kellogg Middle School,8,Math,154,152,143,155,147,138,34.40%,36.20%,31.50%,34.80%,55.10%,52.20%,44.20%,50.60%,46.80%,49.40%,72.60%,68.20%
0940011,Newington School District,0940711,Ruth Chaffee School,4,ELA,71,78,59,67,56,63,32.40%,25.60%,33.90%,32.80%,42.90%,38.10%,60.80%,49.20%,59.70%,56.10%,72.50%,70.40%
0940011,Newington School District,0940711,Ruth Chaffee School,4,Math,70,78,59,67,55,63,21.40%,21.80%,30.50%,35.80%,43.60%,54.00%,42.80%,55.20%,66.50%,60.30%,80.20%,77.60%
0970011,Newtown School District,0970111,Hawley Elementary School,4,ELA,69,61,61,59,59,61,53.60%,47.50%,34.40%,49.20%,39.00%,50.80%,84.20%,69.50%,56.20%,63.50%,54.70%,73.50%
0970011,Newtown School District,0970111,Hawley Elementary School,4,Math,69,61,61,59,58,61,59.40%,42.60%,36.10%,54.20%,63.80%,44.30%,86.80%,61.80%,69.10%,77.50%,87.50%,78.30%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,4,ELA,71,74,50,50,57,73,66.20%,37.80%,56.00%,56.00%,64.90%,46.60%,82.60%,58.30%,75.80%,79.90%,83.00%,71.90%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,4,Math,71,74,50,50,57,73,69.00%,43.20%,56.00%,46.00%,71.90%,71.20%,95.10%,65.90%,86.90%,71.80%,93.00%,94.30%
0970011,Newtown School District,0970311,Middle Gate Elementary School,4,ELA,78,76,62,79,68,69,37.20%,35.50%,48.40%,39.20%,51.50%,56.50%,63.50%,58.40%,68.10%,61.80%,78.50%,74.30%
0970011,Newtown School District,0970311,Middle Gate Elementary School,4,Math,78,76,62,79,68,69,32.10%,46.10%,37.10%,34.20%,42.60%,36.20%,60.70%,68.80%,61.10%,60.30%,71.00%,58.60%
0970011,Newtown School District,0975111,Newtown Middle School,7,ELA,370,333,323,319,274,289,41.40%,38.40%,46.10%,52.70%,45.60%,35.60%,58.20%,54.10%,66.00%,71.40%,63.20%,55.10%
0970011,Newtown School District,0975111,Newtown Middle School,7,Math,369,333,323,319,273,288,57.20%,51.40%,53.60%,61.80%,56.80%,43.40%,73.60%,67.80%,70.00%,76.90%,73.80%,58.30%
0970011,Newtown School District,0975111,Newtown Middle School,8,ELA,396,380,342,327,262,283,48.00%,29.20%,51.50%,41.30%,55.70%,38.50%,61.50%,42.60%,66.90%,59.10%,73.30%,50.10%
0970011,Newtown School District,0975111,Newtown Middle School,8,Math,394,379,341,327,263,283,49.50%,45.40%,43.70%,47.10%,51.30%,38.50%,64.60%,57.70%,57.10%,61.60%,64.20%,50.70%
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970511,Reed Intermediate School,5,ELA,323,293,294,269,261,279,48.90%,41.30%,41.80%,47.20%,44.80%,34.40%,66.90%,63.40%,64.50%,67.50%,64.20%,53.80%
0970011,Newtown School District,0970511,Reed Intermediate School,5,Math,323,292,295,269,260,279,65.00%,54.10%,42.00%,45.40%,56.90%,43.70%,86.90%,78.40%,58.60%,64.70%,79.10%,66.20%
0970011,Newtown School District,0970511,Reed Intermediate School,6,ELA,330,324,315,323,280,275,40.60%,36.10%,41.30%,44.30%,41.80%,41.50%,60.50%,52.80%,60.60%,64.70%,56.20%,58.80%
0970011,Newtown School District,0970511,Reed Intermediate School,6,Math,331,323,314,322,280,275,74.30%,49.80%,48.40%,57.10%,53.60%,50.90%,90.20%,69.00%,68.50%,75.40%,74.20%,70.90%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,4,ELA,66,66,84,74,74,73,48.50%,47.00%,44.00%,41.90%,39.20%,49.30%,72.80%,65.70%,70.20%,60.00%,63.00%,71.00%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,4,Math,67,66,84,74,73,73,43.30%,42.40%,46.40%,48.60%,50.70%,49.30%,71.70%,66.10%,67.90%,71.60%,78.90%,75.00%
0980011,Norfolk School District,0980111,Botelle Elementary School,4,ELA,16,13,11,12,6,*,*,*,*,*,*,*,*,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,4,Math,16,13,11,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,5,ELA,10,14,13,12,12,*,*,*,*,*,*,*,*,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,5,Math,10,14,13,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,6,ELA,18,11,15,12,12,16,*,*,*,*,*,*,*,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,6,Math,18,11,15,12,12,16,*,*,*,*,*,*,*,*,*,*,*,*
0990011,North Branford School District,0995111,North Branford Intermediate School,6,ELA,138,135,126,123,107,123,42.00%,31.10%,23.00%,34.10%,28.00%,28.50%,58.20%,46.80%,37.70%,51.50%,41.40%,44.20%
0990011,North Branford School District,0995111,North Branford Intermediate School,6,Math,138,135,126,122,107,123,45.70%,25.90%,29.40%,39.30%,48.60%,45.50%,65.80%,43.80%,44.20%,59.50%,67.30%,67.00%
0990011,North Branford School District,0995111,North Branford Intermediate School,7,ELA,148,133,142,128,142,105,45.30%,29.30%,35.20%,25.00%,33.80%,33.30%,66.30%,47.70%,53.20%,40.80%,55.10%,48.60%
0990011,North Branford School District,0995111,North Branford Intermediate School,7,Math,149,133,142,128,141,105,33.60%,25.60%,32.40%,38.30%,44.70%,32.40%,52.30%,48.10%,50.20%,53.70%,63.70%,47.30%
0990011,North Branford School District,0995111,North Branford Intermediate School,8,ELA,152,144,134,143,121,139,44.70%,35.40%,49.30%,28.70%,44.60%,36.00%,67.20%,49.40%,64.30%,46.30%,64.90%,55.70%
0990011,North Branford School District,0995111,North Branford Intermediate School,8,Math,151,143,134,143,121,139,47.00%,47.60%,46.30%,44.80%,47.10%,48.90%,62.40%,63.40%,59.80%,63.40%,62.20%,58.30%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,4,ELA,125,110,125,145,99,105,38.40%,24.50%,44.80%,37.20%,43.40%,25.70%,64.40%,46.50%,69.70%,65.70%,66.70%,52.80%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,4,Math,125,110,125,145,99,105,36.00%,28.20%,55.20%,46.90%,76.80%,58.10%,65.60%,58.80%,74.90%,79.30%,97.50%,86.90%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,5,ELA,140,125,116,126,124,103,45.70%,32.80%,27.60%,27.00%,61.30%,54.40%,65.90%,54.30%,52.00%,51.10%,88.00%,77.20%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,5,Math,140,124,116,126,124,103,65.00%,65.30%,37.10%,39.70%,66.10%,46.60%,85.80%,87.40%,64.40%,56.90%,91.40%,68.20%
1000011,North Canaan School District,1000111,North Canaan Elementary School,4,ELA,19,37,30,14,24,21,*,40.50%,36.70%,*,20.80%,52.40%,*,63.20%,59.40%,*,57.00%,81.30%
1000011,North Canaan School District,1000111,North Canaan Elementary School,4,Math,19,37,30,14,24,21,*,45.90%,23.30%,*,33.30%,71.40%,*,66.70%,60.10%,*,73.40%,90.20%
1000011,North Canaan School District,1000111,North Canaan Elementary School,5,ELA,19,17,37,28,36,24,*,*,24.30%,60.70%,41.70%,50.00%,*,*,63.10%,79.80%,68.30%,70.50%
1000011,North Canaan School District,1000111,North Canaan Elementary School,5,Math,19,17,37,28,36,24,*,*,18.90%,39.30%,33.30%,29.20%,*,*,32.40%,62.00%,63.00%,48.60%
1000011,North Canaan School District,1000111,North Canaan Elementary School,6,ELA,30,21,17,33,21,35,43.30%,28.60%,*,33.30%,38.10%,40.00%,66.60%,54.30%,*,56.60%,53.70%,58.00%
1000011,North Canaan School District,1000111,North Canaan Elementary School,6,Math,30,21,17,33,21,35,46.70%,23.80%,*,45.50%,38.10%,51.40%,72.50%,49.20%,*,74.20%,60.00%,74.40%
1000011,North Canaan School District,1000111,North Canaan Elementary School,7,ELA,24,30,24,19,19,21,79.20%,46.70%,66.70%,*,*,71.40%,93.60%,63.80%,79.40%,*,*,79.60%
1000011,North Canaan School District,1000111,North Canaan Elementary School,7,Math,24,30,24,19,19,21,58.30%,43.30%,37.50%,*,*,71.40%,79.80%,56.80%,55.70%,*,*,86.80%
1000011,North Canaan School District,1000111,North Canaan Elementary School,8,ELA,18,24,30,26,25,20,*,37.50%,63.30%,34.60%,68.00%,55.00%,*,50.00%,80.50%,44.30%,78.90%,64.00%
1000011,North Canaan School District,1000111,North Canaan Elementary School,8,Math,18,24,30,26,24,20,*,33.30%,46.70%,42.30%,45.80%,40.00%,*,46.30%,61.60%,59.10%,62.10%,63.20%
1010011,North Haven School District,1010811,Clintonville Elementary School,4,ELA,45,69,47,46,66,61,51.10%,34.80%,55.30%,43.50%,53.00%,41.00%,80.10%,63.80%,78.10%,68.80%,81.50%,68.50%
1010011,North Haven School District,1010811,Clintonville Elementary School,4,Math,45,69,47,46,65,61,64.40%,39.10%,44.70%,76.10%,67.70%,63.90%,93.90%,71.40%,70.50%,100.00%,90.00%,89.70%
1010011,North Haven School District,1010811,Clintonville Elementary School,5,ELA,54,45,71,48,60,68,50.00%,31.10%,31.00%,47.90%,55.00%,58.80%,75.90%,47.90%,56.50%,67.30%,75.00%,79.30%
1010011,North Haven School District,1010811,Clintonville Elementary School,5,Math,54,45,71,48,60,68,50.00%,28.90%,52.10%,66.70%,71.70%,76.50%,79.80%,56.00%,72.60%,81.50%,88.50%,92.10%
1010011,North Haven School District,1010711,Green Acres Elementary School,4,ELA,44,49,48,58,64,51,70.50%,53.10%,50.00%,60.30%,64.10%,52.90%,93.40%,73.60%,79.90%,82.60%,87.90%,78.60%
