"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1230011,Scotland School District,1230111,Scotland Elementary School,5,Math,Male,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,6,ELA,Female,6,8,7,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,6,ELA,Male,7,6,8,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,6,Math,Female,6,8,8,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,6,Math,Male,7,6,8,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
1240011,Seymour School District,1240111,Bungay School,4,ELA,Female,32,40,47,40,29,32,34.40%,45.00%,42.60%,42.50%,55.20%,43.80%,60.80%,74.70%,62.60%,63.90%,82.60%,61.40%
1240011,Seymour School District,1240111,Bungay School,4,ELA,Male,40,40,33,42,28,35,40.00%,32.50%,21.20%,38.10%,53.60%,22.90%,63.80%,58.90%,50.50%,59.20%,75.30%,51.20%
1240011,Seymour School District,1240111,Bungay School,4,Math,Female,32,40,47,40,29,32,25.00%,42.50%,44.70%,52.50%,69.00%,50.00%,64.80%,77.10%,73.70%,86.80%,91.80%,75.70%
1240011,Seymour School District,1240111,Bungay School,4,Math,Male,40,40,33,42,28,35,42.50%,45.00%,45.50%,54.80%,78.60%,65.70%,74.00%,74.20%,68.70%,85.20%,100.00%,88.00%
1240011,Seymour School District,1240111,Bungay School,5,ELA,Female,38,31,42,46,35,35,44.70%,35.50%,35.70%,43.50%,34.30%,31.40%,65.60%,63.90%,60.20%,65.20%,65.80%,55.10%
1240011,Seymour School District,1240111,Bungay School,5,ELA,Male,41,43,40,36,37,29,46.30%,20.90%,45.00%,52.80%,56.80%,44.80%,68.00%,39.80%,65.00%,76.30%,80.90%,71.70%
1240011,Seymour School District,1240111,Bungay School,5,Math,Female,38,31,42,46,35,35,42.10%,32.30%,42.90%,52.20%,54.30%,37.10%,72.50%,58.70%,57.50%,76.20%,81.30%,63.80%
1240011,Seymour School District,1240111,Bungay School,5,Math,Male,41,43,40,36,37,29,61.00%,41.90%,45.00%,63.90%,40.50%,51.70%,82.60%,62.80%,70.80%,82.60%,64.40%,70.80%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,4,ELA,Female,34,45,47,42,45,35,61.80%,42.20%,53.20%,38.10%,33.30%,31.40%,75.70%,70.60%,80.50%,65.30%,69.00%,58.30%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,4,ELA,Male,34,42,50,42,41,43,61.80%,47.60%,46.00%,35.70%,41.50%,37.20%,86.20%,70.70%,72.30%,65.90%,72.90%,64.80%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,4,Math,Female,34,45,47,42,45,35,38.20%,48.90%,42.60%,47.60%,35.60%,37.10%,72.20%,83.40%,78.40%,74.00%,61.10%,70.20%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,4,Math,Male,34,42,50,42,40,43,73.50%,71.40%,40.00%,54.80%,45.00%,41.90%,91.20%,97.80%,73.50%,75.70%,77.90%,74.70%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,5,ELA,Female,40,35,47,45,37,45,57.50%,34.30%,48.90%,35.60%,56.80%,48.90%,75.80%,57.80%,72.70%,59.90%,77.20%,71.50%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,5,ELA,Male,51,36,39,51,36,43,45.10%,41.70%,43.60%,35.30%,44.40%,48.80%,65.00%,59.50%,67.60%,57.80%,67.70%,69.50%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,5,Math,Female,40,35,47,45,37,45,80.00%,77.10%,53.20%,55.60%,67.60%,86.70%,96.20%,89.40%,72.60%,73.90%,89.70%,96.80%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,5,Math,Male,50,36,39,51,36,43,70.00%,50.00%,64.10%,51.00%,75.00%,79.10%,90.90%,78.10%,79.90%,74.10%,92.70%,97.40%
1240011,Seymour School District,1245111,Seymour Middle School,6,ELA,Female,85,77,68,94,69,73,41.20%,20.80%,25.00%,21.30%,33.30%,21.90%,59.00%,41.20%,39.30%,40.10%,51.20%,38.50%
1240011,Seymour School District,1245111,Seymour Middle School,6,ELA,Male,86,87,79,81,60,76,31.40%,29.90%,22.80%,25.90%,38.30%,15.80%,53.60%,44.90%,39.60%,41.80%,50.20%,31.20%
1240011,Seymour School District,1245111,Seymour Middle School,6,Math,Female,85,77,68,93,69,73,43.50%,26.00%,41.20%,37.60%,40.60%,30.10%,67.70%,43.90%,56.40%,56.20%,61.00%,45.10%
1240011,Seymour School District,1245111,Seymour Middle School,6,Math,Male,86,87,79,81,60,76,27.90%,28.70%,38.00%,40.70%,43.30%,32.90%,45.20%,45.50%,56.20%,53.60%,66.80%,46.60%
1240011,Seymour School District,1245111,Seymour Middle School,7,ELA,Female,103,87,77,72,67,73,36.90%,29.90%,33.80%,30.60%,38.80%,42.50%,57.50%,49.00%,55.30%,45.40%,59.00%,60.70%
1240011,Seymour School District,1245111,Seymour Middle School,7,ELA,Male,85,88,84,81,86,61,21.20%,29.50%,22.60%,35.80%,29.10%,49.20%,43.90%,51.70%,47.10%,52.30%,46.70%,73.80%
1240011,Seymour School District,1245111,Seymour Middle School,7,Math,Female,103,87,77,72,67,73,47.60%,27.60%,46.80%,23.60%,44.80%,37.00%,65.00%,35.50%,64.10%,38.70%,59.50%,55.30%
1240011,Seymour School District,1245111,Seymour Middle School,7,Math,Male,85,87,84,81,83,61,40.00%,20.70%,48.80%,35.80%,34.90%,55.70%,60.30%,39.00%,64.00%,50.10%,58.20%,71.10%
1240011,Seymour School District,1245111,Seymour Middle School,8,ELA,Female,96,103,88,82,85,71,29.20%,44.70%,31.80%,41.50%,27.10%,43.70%,47.30%,59.00%,50.10%,61.10%,44.60%,57.70%
1240011,Seymour School District,1245111,Seymour Middle School,8,ELA,Male,87,90,85,84,82,83,26.40%,32.20%,27.10%,42.90%,28.00%,56.60%,37.90%,52.30%,44.00%,56.20%,49.30%,74.10%
1240011,Seymour School District,1245111,Seymour Middle School,8,Math,Female,96,103,88,82,86,70,55.20%,36.90%,50.00%,47.60%,57.00%,52.90%,74.30%,57.00%,72.20%,64.90%,77.00%,77.00%
1240011,Seymour School District,1245111,Seymour Middle School,8,Math,Male,87,90,84,84,81,83,54.00%,37.80%,38.10%,36.90%,56.80%,66.30%,70.20%,56.00%,54.00%,50.40%,73.20%,85.40%
1250011,Sharon School District,1250111,Sharon Center School,4,ELA,Female,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,4,ELA,Male,7,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,4,Math,Female,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,4,Math,Male,7,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,5,ELA,Female,*,6,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,5,ELA,Male,*,6,9,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,5,Math,Female,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,5,Math,Male,*,6,8,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,6,ELA,Female,8,*,*,9,*,8,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,6,ELA,Male,8,*,*,6,*,6,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,6,Math,Female,8,*,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,6,Math,Male,8,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,7,ELA,Female,9,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,7,ELA,Male,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,7,Math,Female,9,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,7,Math,Male,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,8,ELA,Female,*,10,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,8,ELA,Male,*,8,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,8,Math,Female,*,10,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1250011,Sharon School District,1250111,Sharon Center School,8,Math,Male,*,8,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1260211,Alternative Learning Center 1,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1260211,Alternative Learning Center 1,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1261011,Booth Hill School,4,ELA,Female,29,36,24,33,21,36,41.40%,66.70%,50.00%,42.40%,52.40%,44.40%,71.20%,86.50%,73.70%,66.10%,79.50%,64.40%
1260011,Shelton School District,1261011,Booth Hill School,4,ELA,Male,30,37,31,46,25,36,66.70%,43.20%,64.50%,45.70%,48.00%,47.20%,83.20%,63.90%,84.10%,59.80%,75.90%,69.70%
1260011,Shelton School District,1261011,Booth Hill School,4,Math,Female,29,36,24,33,21,36,65.50%,72.20%,50.00%,45.50%,61.90%,58.30%,93.10%,95.70%,74.60%,70.80%,90.10%,82.30%
1260011,Shelton School District,1261011,Booth Hill School,4,Math,Male,30,37,31,46,25,36,73.30%,54.10%,67.70%,47.80%,64.00%,63.90%,97.30%,85.00%,91.70%,80.50%,79.70%,93.20%
1260011,Shelton School District,1260511,Elizabeth Shelton School,4,ELA,Female,45,45,47,46,32,40,82.20%,62.20%,57.40%,52.20%,62.50%,32.50%,98.60%,83.10%,81.10%,77.60%,75.70%,56.20%
1260011,Shelton School District,1260511,Elizabeth Shelton School,4,ELA,Male,43,45,54,47,46,33,48.80%,40.00%,72.20%,44.70%,37.00%,30.30%,82.00%,69.40%,89.40%,62.90%,69.10%,57.40%
1260011,Shelton School District,1260511,Elizabeth Shelton School,4,Math,Female,45,45,47,46,32,40,60.00%,46.70%,53.20%,30.40%,50.00%,60.00%,92.80%,74.00%,79.20%,63.60%,75.40%,79.70%
1260011,Shelton School District,1260511,Elizabeth Shelton School,4,Math,Male,43,45,54,47,46,33,58.10%,33.30%,61.10%,38.30%,71.70%,48.50%,88.90%,72.40%,87.50%,62.20%,91.40%,77.40%
1260011,Shelton School District,1265111,Intermediate School,7,ELA,Female,169,186,174,174,168,154,39.10%,34.90%,37.40%,43.70%,38.70%,26.00%,55.40%,52.60%,53.60%,60.50%,58.10%,41.20%
1260011,Shelton School District,1265111,Intermediate School,7,ELA,Male,210,165,186,174,172,183,33.80%,27.30%,32.80%,43.70%,37.20%,38.80%,52.70%,41.30%,47.80%,59.90%,54.80%,55.40%
1260011,Shelton School District,1265111,Intermediate School,7,Math,Female,169,186,174,173,168,154,40.80%,39.20%,42.00%,42.20%,48.20%,27.30%,60.30%,55.60%,58.40%,58.10%,66.40%,42.90%
1260011,Shelton School District,1265111,Intermediate School,7,Math,Male,210,165,186,174,171,182,41.00%,44.20%,40.30%,46.60%,48.50%,25.80%,61.70%,65.70%,58.70%,61.80%,69.40%,40.80%
1260011,Shelton School District,1265111,Intermediate School,8,ELA,Female,217,173,188,178,144,190,50.20%,34.10%,48.40%,40.40%,32.60%,37.90%,64.50%,51.80%,64.40%,55.10%,46.80%,51.50%
1260011,Shelton School District,1265111,Intermediate School,8,ELA,Male,215,212,166,194,149,194,42.30%,27.40%,34.30%,40.70%,36.90%,25.30%,59.20%,41.20%,52.90%,57.50%,49.60%,42.60%
1260011,Shelton School District,1265111,Intermediate School,8,Math,Female,217,173,187,178,143,190,57.10%,49.70%,67.40%,49.40%,49.70%,48.90%,73.60%,64.40%,82.90%,68.40%,68.60%,65.40%
1260011,Shelton School District,1265111,Intermediate School,8,Math,Male,215,211,165,193,148,190,54.40%,45.50%,49.10%,47.70%,49.30%,36.30%,67.00%,59.70%,63.50%,61.70%,60.90%,52.40%
1260011,Shelton School District,1260811,Long Hill School,4,ELA,Female,36,33,31,30,27,37,83.30%,36.40%,54.80%,50.00%,48.10%,56.80%,100.00%,58.80%,75.60%,65.40%,71.80%,71.90%
1260011,Shelton School District,1260811,Long Hill School,4,ELA,Male,38,43,32,37,35,31,57.90%,53.50%,56.30%,40.50%,40.00%,41.90%,81.20%,78.80%,72.30%,65.00%,62.80%,68.00%
1260011,Shelton School District,1260811,Long Hill School,4,Math,Female,36,32,31,30,27,37,47.20%,40.60%,74.20%,50.00%,77.80%,40.50%,75.60%,74.70%,90.70%,79.40%,97.30%,71.50%
1260011,Shelton School District,1260811,Long Hill School,4,Math,Male,38,42,32,37,35,31,52.60%,47.60%,62.50%,51.40%,68.60%,61.30%,76.50%,76.50%,88.70%,81.60%,94.60%,85.50%
1260011,Shelton School District,1260911,Mohegan School,4,ELA,Female,37,21,27,27,25,41,56.80%,61.90%,33.30%,44.40%,64.00%,43.90%,72.60%,78.10%,53.80%,61.60%,85.30%,71.10%
1260011,Shelton School District,1260911,Mohegan School,4,ELA,Male,31,27,39,27,30,33,45.20%,33.30%,41.00%,48.10%,33.30%,42.40%,75.00%,59.50%,58.10%,60.60%,55.80%,66.20%
1260011,Shelton School District,1260911,Mohegan School,4,Math,Female,37,21,26,27,25,41,56.80%,57.10%,15.40%,18.50%,60.00%,34.10%,88.00%,82.00%,40.10%,44.40%,82.40%,68.50%
1260011,Shelton School District,1260911,Mohegan School,4,Math,Male,31,27,39,27,30,33,61.30%,29.60%,33.30%,33.30%,40.00%,51.50%,86.90%,60.90%,49.40%,53.80%,69.40%,77.30%
1260011,Shelton School District,1261111,Perry Hill Elementary School,5,ELA,Female,165,171,161,149,168,137,57.00%,42.10%,43.50%,41.60%,43.50%,42.30%,75.40%,63.40%,63.60%,62.60%,59.20%,62.30%
1260011,Shelton School District,1261111,Perry Hill Elementary School,5,ELA,Male,176,174,175,178,169,159,43.20%,35.60%,37.70%,44.90%,37.90%,37.10%,65.70%,57.20%,60.40%,63.70%,59.60%,52.20%
1260011,Shelton School District,1261111,Perry Hill Elementary School,5,Math,Female,165,171,161,149,168,137,27.90%,39.20%,44.10%,46.30%,54.80%,50.40%,52.10%,55.80%,66.00%,69.90%,77.90%,70.50%
1260011,Shelton School District,1261111,Perry Hill Elementary School,5,Math,Male,177,174,175,178,167,159,29.90%,35.10%,43.40%,54.50%,58.70%,37.10%,55.50%,56.50%,66.40%,73.10%,79.90%,58.20%
1260011,Shelton School District,1261111,Perry Hill Elementary School,6,ELA,Female,185,170,175,171,137,176,62.20%,45.90%,49.10%,48.50%,48.90%,35.80%,80.10%,60.30%,69.50%,65.50%,67.10%,52.20%
1260011,Shelton School District,1261111,Perry Hill Elementary School,6,ELA,Male,165,189,168,189,162,178,60.00%,39.70%,51.20%,50.30%,35.20%,28.70%,79.70%,58.10%,71.10%,70.70%,55.10%,48.40%
1260011,Shelton School District,1261111,Perry Hill Elementary School,6,Math,Female,185,170,175,171,137,176,63.80%,65.30%,58.90%,57.30%,70.10%,54.50%,84.40%,86.50%,77.50%,75.50%,89.10%,78.10%
1260011,Shelton School District,1261111,Perry Hill Elementary School,6,Math,Male,166,189,168,189,163,177,58.40%,57.70%,51.80%,47.60%,69.30%,60.50%,77.50%,82.20%,72.40%,68.60%,89.20%,79.40%
1260011,Shelton School District,1260611,Sunnyside School,4,ELA,Female,23,16,14,23,20,15,39.10%,*,*,56.50%,60.00%,*,73.40%,*,*,88.70%,86.60%,*
1260011,Shelton School District,1260611,Sunnyside School,4,ELA,Male,22,17,21,19,19,27,77.30%,*,52.40%,*,*,59.30%,91.70%,*,78.00%,*,*,77.60%
1260011,Shelton School District,1260611,Sunnyside School,4,Math,Female,23,16,14,23,20,15,69.60%,*,*,60.90%,45.00%,*,89.00%,*,*,90.70%,86.50%,*
1260011,Shelton School District,1260611,Sunnyside School,4,Math,Male,22,17,21,19,19,27,59.10%,*,28.60%,*,*,77.80%,88.80%,*,64.90%,*,*,95.10%
1260011,Shelton School District,1261211,Therapeutic Learning Center,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1261211,Therapeutic Learning Center,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,4,ELA,Female,9,11,15,12,7,14,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,4,ELA,Male,17,17,9,17,10,13,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,4,Math,Female,9,11,15,12,7,15,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,4,Math,Male,17,17,9,17,10,13,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,5,ELA,Female,8,12,12,18,15,9,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,5,ELA,Male,13,20,17,8,12,11,*,40.00%,*,*,*,*,*,52.80%,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,5,Math,Female,8,12,12,18,15,9,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,5,Math,Male,13,20,17,8,12,11,*,55.00%,*,*,*,*,*,79.10%,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,6,ELA,Female,12,10,14,10,14,15,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,6,ELA,Male,9,16,23,14,15,13,*,*,39.10%,*,*,*,*,*,49.80%,*,*,*
1270011,Sherman School District,1270111,Sherman School,6,Math,Female,12,10,14,10,12,15,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,6,Math,Male,9,16,22,14,13,13,*,*,9.10%,*,*,*,*,*,21.40%,*,*,*
1270011,Sherman School District,1270111,Sherman School,7,ELA,Female,*,14,10,14,17,15,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,7,ELA,Male,*,11,14,24,17,14,*,*,*,66.70%,*,*,*,*,*,83.20%,*,*
1270011,Sherman School District,1270111,Sherman School,7,Math,Female,*,14,9,14,17,14,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,7,Math,Male,*,10,14,24,17,13,*,*,*,50.00%,*,*,*,*,*,68.90%,*,*
1270011,Sherman School District,1270111,Sherman School,8,ELA,Female,7,14,21,10,15,16,*,*,38.10%,*,*,*,*,*,52.60%,*,*,*
1270011,Sherman School District,1270111,Sherman School,8,ELA,Male,11,10,11,15,13,16,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,8,Math,Female,7,14,21,10,15,15,*,*,42.90%,*,*,*,*,*,62.10%,*,*,*
1270011,Sherman School District,1270111,Sherman School,8,Math,Male,11,10,10,14,13,16,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,4,ELA,Female,12,10,9,11,12,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,4,ELA,Male,12,11,8,13,11,13,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,4,Math,Female,11,10,9,11,12,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,4,Math,Male,12,11,8,13,11,13,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,5,ELA,Female,11,13,10,10,15,12,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,5,ELA,Male,11,11,12,10,9,11,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,5,Math,Female,11,12,10,10,15,12,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,5,Math,Male,11,11,12,10,9,11,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,6,ELA,Female,11,11,10,10,10,15,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,6,ELA,Male,9,11,10,11,11,7,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,6,Math,Female,11,11,10,10,10,15,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,6,Math,Male,9,11,10,11,11,7,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,7,ELA,Female,12,11,11,10,10,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,7,ELA,Male,9,9,11,10,11,8,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,7,Math,Female,12,11,11,10,10,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,7,Math,Male,9,9,11,10,11,8,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,8,ELA,Female,11,9,10,12,11,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,8,ELA,Male,10,9,10,11,7,11,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,8,Math,Female,11,9,10,12,11,10,*,*,*,*,*,*,*,*,*,*,*,*
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,8,Math,Male,10,9,10,11,7,11,*,*,*,*,*,*,*,*,*,*,*,*
1280011,Simsbury School District,1280111,Central School,4,ELA,Female,21,30,21,30,27,26,81.00%,63.30%,57.10%,53.30%,48.10%,57.70%,98.30%,79.70%,77.10%,79.10%,68.70%,79.20%
1280011,Simsbury School District,1280111,Central School,4,ELA,Male,21,35,24,31,32,27,71.40%,68.60%,79.20%,58.10%,53.10%,66.70%,87.20%,87.60%,96.20%,79.10%,69.00%,87.40%
1280011,Simsbury School District,1280111,Central School,4,Math,Female,20,30,21,30,27,25,45.00%,73.30%,28.60%,26.70%,59.30%,68.00%,80.60%,97.60%,56.00%,63.50%,85.90%,90.80%
1280011,Simsbury School District,1280111,Central School,4,Math,Male,20,35,24,31,32,27,65.00%,68.60%,45.80%,41.90%,65.60%,37.00%,84.40%,93.70%,69.30%,85.60%,87.20%,74.40%
1280011,Simsbury School District,1280111,Central School,5,ELA,Female,28,24,30,21,18,24,50.00%,41.70%,70.00%,81.00%,*,41.70%,68.50%,61.40%,79.00%,96.30%,*,59.80%
1280011,Simsbury School District,1280111,Central School,5,ELA,Male,26,21,37,22,34,33,46.20%,19.00%,62.20%,54.50%,35.30%,33.30%,78.90%,38.50%,78.60%,63.30%,56.90%,55.20%
1280011,Simsbury School District,1280111,Central School,5,Math,Female,28,24,30,21,18,24,53.60%,58.30%,60.00%,66.70%,*,37.50%,72.10%,79.10%,77.20%,88.80%,*,55.20%
1280011,Simsbury School District,1280111,Central School,5,Math,Male,26,21,37,22,34,33,76.90%,52.40%,59.50%,63.60%,50.00%,27.30%,87.00%,69.40%,84.00%,83.90%,70.20%,49.50%
1280011,Simsbury School District,1280111,Central School,6,ELA,Female,29,31,23,25,16,20,51.70%,45.20%,43.50%,24.00%,*,65.00%,69.30%,60.40%,61.00%,40.80%,*,74.80%
1280011,Simsbury School District,1280111,Central School,6,ELA,Male,24,24,21,36,31,35,70.80%,54.20%,42.90%,63.90%,35.50%,57.10%,87.30%,61.50%,61.70%,72.20%,45.20%,73.50%
1280011,Simsbury School District,1280111,Central School,6,Math,Female,29,31,23,25,16,20,51.70%,51.60%,47.80%,52.00%,*,85.00%,74.00%,79.80%,72.90%,76.50%,*,95.70%
1280011,Simsbury School District,1280111,Central School,6,Math,Male,24,24,21,36,31,35,58.30%,54.20%,42.90%,61.10%,80.60%,68.60%,82.90%,71.60%,66.40%,81.40%,92.90%,80.60%
1280011,Simsbury School District,1285111,Henry James Memorial School,7,ELA,Female,152,148,143,135,155,125,55.30%,43.90%,49.70%,55.60%,44.50%,29.60%,71.40%,63.00%,65.30%,71.10%,61.30%,43.80%
1280011,Simsbury School District,1285111,Henry James Memorial School,7,ELA,Male,170,175,138,153,144,138,44.70%,41.10%,43.50%,38.60%,30.60%,36.20%,61.60%,58.20%,57.30%,55.90%,46.20%,49.40%
1280011,Simsbury School District,1285111,Henry James Memorial School,7,Math,Female,150,146,142,135,155,123,53.30%,43.80%,35.90%,42.20%,40.00%,36.60%,73.70%,59.70%,46.00%,54.10%,56.50%,48.40%
1280011,Simsbury School District,1285111,Henry James Memorial School,7,Math,Male,168,172,137,153,143,138,49.40%,55.80%,43.80%,40.50%,40.60%,49.30%,66.20%,71.20%,56.70%,52.70%,51.70%,59.60%
1280011,Simsbury School District,1285111,Henry James Memorial School,8,ELA,Female,165,151,156,143,139,160,67.30%,43.70%,53.80%,58.00%,47.50%,41.90%,82.20%,54.30%,69.00%,70.70%,60.60%,53.90%
1280011,Simsbury School District,1285111,Henry James Memorial School,8,ELA,Male,181,171,173,145,127,140,54.10%,40.40%,49.10%,43.40%,29.10%,35.70%,72.80%,51.40%,63.00%,58.90%,41.40%,50.50%
1280011,Simsbury School District,1285111,Henry James Memorial School,8,Math,Female,165,150,154,142,139,160,67.90%,55.30%,56.50%,57.00%,50.40%,59.40%,83.40%,69.20%,72.00%,70.20%,65.20%,73.80%
1280011,Simsbury School District,1285111,Henry James Memorial School,8,Math,Male,180,169,171,145,127,139,67.20%,48.50%,51.50%,53.80%,43.30%,46.00%,81.10%,64.40%,63.60%,66.00%,56.60%,61.00%
1280011,Simsbury School District,1280611,Latimer Lane School,4,ELA,Female,26,29,28,23,33,24,53.80%,58.60%,67.90%,65.20%,72.70%,62.50%,68.70%,76.00%,81.40%,77.50%,86.90%,85.30%
1280011,Simsbury School District,1280611,Latimer Lane School,4,ELA,Male,25,21,22,28,26,38,52.00%,52.40%,59.10%,57.10%,80.80%,68.40%,76.70%,70.50%,80.60%,85.40%,100.00%,92.60%
